kernel,class,arm,class_cap,app_cap,tier_nodes,inserted_classes,stop,iterations,applications,classes_at_stop,live_classes,objective,shared_pass_bytes,input_nodes,compiled_nodes,bytes,dag_cost,schedule,selects,guarded,exclusive,spill_slots,hoisted,same_form_nan_mismatch,same_form_max_abs,packed_mismatch_same,optimize_ms,emit_ms,sat_wall_ms,peak_alloc_mb,git_sha
glyph16_U0067,glyph16,cap20000-app200000,20000,200000,5969,-,class_cap,2,22553,19546,5670,shared,572320,3173,2166,23728,9485,631,78,1509,1520,0,226,0,0.0000034384429454803467,0,494.276,19.759,489.431,10.16,a1d56ee4
glyph16_U0068,glyph16,cap20000-app200000,20000,200000,2145,-,class_cap,2,26861,17970,4588,shared,414848,1221,807,8752,3471,245,30,525,541,0,97,0,0.000001430511474609375,0,229.671,7.316,227.752,9.42,a1d56ee4
glyph16_U0069,glyph16,cap20000-app200000,20000,200000,293,-,class_cap,6,66171,15026,2410,tree_cheaper,86068,321,84,960,237,61,8,46,60,0,13,0,0.000000476837158203125,0,4558.524,2.400,4557.633,7.33,a1d56ee4
glyph16_U006A,glyph16,cap20000-app200000,20000,200000,1211,-,class_cap,3,38413,17936,3042,shared,152252,771,488,4848,1956,145,19,206,272,1,49,0,0.000003337860107421875,0,577.256,5.278,575.843,9.17,a1d56ee4
glyph16_U006B,glyph16,cap20000-app200000,20000,200000,347,-,class_cap,5,55954,12726,1601,tree_cheaper,68876,359,157,1920,516,84,9,83,106,2,33,0,0.0000016689300537109375,0,3754.217,1.764,3753.114,5.68,a1d56ee4
glyph16_U006C,glyph16,cap20000-app200000,20000,200000,1143,-,class_cap,3,39043,18272,2996,shared,100096,695,526,4976,2172,139,17,200,274,1,48,0,0.0000014901161193847656,0,615.484,4.378,614.053,9.20,a1d56ee4
glyph16_U006D,glyph16,cap20000-app200000,20000,200000,4133,-,class_cap,2,25091,19157,4998,shared,473708,2273,1433,16896,6203,446,56,1016,1028,19,147,0,0.0000014901161193847656,0,521.042,13.209,515.580,9.81,a1d56ee4
glyph16_U006E,glyph16,cap20000-app200000,20000,200000,2145,-,class_cap,2,26858,17964,4601,shared,409944,1221,797,8688,3435,245,30,525,541,0,93,0,0.000002384185791015625,0,234.334,7.505,232.321,9.41,a1d56ee4
glyph16_U006F,glyph16,cap20000-app200000,20000,200000,3863,-,class_cap,2,25459,19026,4847,shared,480336,2007,1339,15264,5947,398,49,974,974,0,143,0,0.0000021457672119140625,0,529.024,12.339,526.139,9.74,a1d56ee4
glyph16_U0070,glyph16,cap20000-app200000,20000,200000,3981,-,class_cap,2,26301,18829,4534,shared,435052,2121,1463,15840,6414,425,52,1008,1010,0,153,0,0.000002264976501464844,0,487.780,12.157,484.274,9.71,a1d56ee4
glyph16_U0071,glyph16,cap20000-app200000,20000,200000,3981,-,class_cap,2,26295,18824,4523,shared,418224,2121,1473,15856,6464,426,52,1002,1011,0,153,0,0.0000021457672119140625,0,493.780,12.439,490.658,9.70,a1d56ee4
glyph16_U0072,glyph16,cap20000-app200000,20000,200000,2127,-,class_cap,2,26557,17944,4647,shared,420772,1183,806,8832,3453,238,29,518,530,0,96,0,0.000001132488250732422,0,198.057,10.915,196.129,9.41,a1d56ee4
glyph16_U0073,glyph16,cap20000-app200000,20000,200000,5739,-,class_cap,2,22198,19727,5661,shared,572576,3051,2145,24352,9278,617,75,1472,1483,0,222,0,0.0000016801059246063232,0,623.212,17.545,618.394,10.14,a1d56ee4
glyph16_U0074,glyph16,cap20000-app200000,20000,200000,1245,-,class_cap,3,40860,17596,2777,shared,180632,809,484,4800,1935,145,20,206,267,0,50,0,0.0000006556510925292969,0,688.601,4.755,687.217,9.10,a1d56ee4
glyph16_U0075,glyph16,cap20000-app200000,20000,200000,2145,-,class_cap,2,26468,17871,4630,shared,450928,1221,815,8784,3506,246,30,526,543,0,100,0,0.0000017881393432617188,0,171.163,7.189,169.375,9.36,a1d56ee4
glyph16_U0076,glyph16,cap20000-app200000,20000,200000,207,-,class_cap,6,69825,12250,1494,tree_cheaper,42136,207,98,1264,321,53,5,52,64,0,20,0,0.00000095367431640625,0,5551.912,1.344,5548.640,5.50,a1d56ee4
glyph16_U0077,glyph16,cap20000-app200000,20000,200000,359,-,class_cap,5,54993,11140,1301,tree_cheaper,61880,359,170,2096,583,87,9,102,126,0,30,0,0.000001430511474609375,0,3585.531,1.846,3584.700,5.31,a1d56ee4
glyph16_U0078,glyph16,cap20000-app200000,20000,200000,359,-,class_cap,5,61786,12694,1519,tree_cheaper,69352,359,178,2160,603,87,9,93,120,0,35,0,0.00000095367431640625,0,4197.525,1.814,4196.663,5.62,a1d56ee4
glyph16_U0079,glyph16,cap20000-app200000,20000,200000,1693,-,class_cap,2,24036,16560,3988,shared,379196,977,679,6704,2931,191,24,290,402,0,97,0,0.000001430511474609375,0,77.502,6.242,76.016,9.08,a1d56ee4
glyph16_U007A,glyph16,cap20000-app200000,20000,200000,267,-,class_cap,6,71008,14811,2244,tree_cheaper,73576,283,105,1264,322,64,7,56,72,1,20,0,0.000003337860107421875,0,6919.228,1.467,6918.299,7.25,a1d56ee4
glyph16_U007B,glyph16,cap20000-app200000,20000,200000,4101,-,class_cap,2,26101,18852,4666,shared,461728,2273,1513,17008,6456,451,56,1033,1041,0,159,0,0.0000013113021850585938,0,411.016,12.703,407.589,9.75,a1d56ee4
glyph16_U007C,glyph16,cap20000-app200000,20000,200000,123,-,class_cap,6,55934,15492,2499,tree_cheaper,66352,131,45,576,125,35,3,20,30,0,6,0,0.0000002980232238769531,0,1967.604,0.787,1966.763,7.36,a1d56ee4
glyph16_U007D,glyph16,cap20000-app200000,20000,200000,4101,-,class_cap,2,26335,18729,4582,shared,448168,2273,1502,16560,6460,452,56,1028,1043,0,159,0,0.0000012516975402832031,0,460.354,12.776,457.102,9.72,a1d56ee4
glyph16_U007E,glyph16,cap20000-app200000,20000,200000,3995,-,class_cap,2,25522,19130,4754,shared,454152,2083,1493,15920,6471,418,51,994,1002,0,150,0,0,0,287.938,11.985,284.812,9.75,a1d56ee4
glyph32_U0020,glyph32,cap20000-app200000,20000,200000,1,-,quiesced,1,0,1,1,tree_cheaper,4,1,1,164,0,1,0,0,0,0,0,0,0,0,0.238,0.218,0.014,0.00,a1d56ee4
glyph32_U0021,glyph32,cap20000-app200000,20000,200000,267,-,class_cap,6,69303,14431,2153,tree_cheaper,67584,283,86,960,256,54,7,39,48,0,13,0,0,0,5957.904,2.627,5957.099,7.17,a1d56ee4
glyph32_U0022,glyph32,cap20000-app200000,20000,200000,191,-,quiesced,7,17694,1642,151,tree_cheaper,2276,207,62,736,175,46,5,31,49,0,8,0,0,0,119.738,1.391,119.264,0.84,a1d56ee4
glyph32_U0023,glyph32,cap20000-app200000,20000,200000,647,-,class_cap,4,40740,9805,1422,tree_cheaper,95196,663,260,2816,1013,144,17,143,207,2,52,0,0.0000019073486328125,0,1056.796,3.027,1055.830,5.17,a1d56ee4
glyph32_U0024,glyph32,cap20000-app200000,20000,200000,6151,-,class_cap,2,21299,19617,6262,tree_cheaper,658856,3363,2301,27312,9848,671,83,1556,1581,0,239,0,0.0000030994415283203125,0,180.766,17.362,175.426,10.26,a1d56ee4
glyph32_U0025,glyph32,cap20000-app200000,20000,200000,8791,-,class_cap,1,15282,19525,8358,shared,843192,4599,3587,35792,16475,922,113,2254,2266,0,437,0,0.0000020265579223632813,0,65.043,24.855,57.442,10.56,a1d56ee4
glyph32_U0026,glyph32,cap20000-app200000,20000,200000,7719,-,class_cap,1,15565,19496,7900,shared,813828,4103,3019,32384,13757,828,101,1980,2002,0,382,0,0.0000017881393432617188,0,58.354,28.247,51.710,10.47,a1d56ee4
glyph32_U0027,glyph32,cap20000-app200000,20000,200000,123,-,quiesced,7,12774,1152,108,tree_cheaper,1208,131,46,592,124,33,3,18,28,0,6,0,0,0,72.757,0.864,72.367,0.64,a1d56ee4
glyph32_U0028,glyph32,cap20000-app200000,20000,200000,1959,-,class_cap,2,25380,18010,4732,shared,467652,1031,749,7008,3285,192,25,329,441,0,94,0,0.0000008344650268554688,0,76.813,6.606,74.961,9.43,a1d56ee4
glyph32_U0029,glyph32,cap20000-app200000,20000,200000,1777,-,class_cap,2,24607,17772,4491,shared,442780,953,694,6528,3053,180,23,298,403,0,89,0,0.0000008344650268554688,0,69.257,6.205,67.654,9.36,a1d56ee4
glyph32_U002A,glyph32,cap20000-app200000,20000,200000,647,-,class_cap,4,44466,9886,1190,tree_cheaper,61984,663,296,3296,1157,142,17,155,197,3,55,0,0.00000095367431640625,0,639.820,3.004,638.872,5.14,a1d56ee4
glyph32_U002B,glyph32,cap20000-app200000,20000,200000,259,-,application_budget,31,200000,6032,336,tree_cheaper,7884,283,73,816,205,52,7,37,46,0,10,0,0,0,1255.831,1.617,1255.285,2.72,a1d56ee4
glyph32_U002C,glyph32,cap20000-app200000,20000,200000,199,-,quiesced,7,28182,2752,268,tree_cheaper,5252,207,88,1072,276,51,5,43,58,0,15,0,0.000000476837158203125,0,189.618,1.185,189.113,1.33,a1d56ee4
glyph32_U002D,glyph32,cap20000-app200000,20000,200000,123,-,quiesced,7,12610,1138,110,tree_cheaper,1232,131,47,624,124,33,3,18,28,0,6,0,0,0,67.093,0.785,66.721,0.59,a1d56ee4
glyph32_U002E,glyph32,cap20000-app200000,20000,200000,123,-,class_cap,6,46386,10948,1478,tree_cheaper,43200,131,43,544,120,33,3,18,28,0,6,0,0,0,2375.120,0.806,2374.421,5.25,a1d56ee4
glyph32_U002F,glyph32,cap20000-app200000,20000,200000,131,-,class_cap,7,72555,15406,1699,tree_cheaper,44576,131,61,816,184,35,3,28,34,0,11,0,0.0000019073486328125,0,2699.096,1.096,2698.190,7.28,a1d56ee4
glyph32_U0030,glyph32,cap20000-app200000,20000,200000,5767,-,class_cap,2,23013,19627,5401,shared,541716,2983,2027,22016,9058,591,73,1463,1463,0,215,0,0.00000196695327758789,0,685.805,17.837,681.515,10.08,a1d56ee4
glyph32_U0031,glyph32,cap20000-app200000,20000,200000,301,-,class_cap,6,75768,14669,1950,tree_cheaper,70588,321,116,1296,359,75,8,67,96,0,22,0,0.0000010728836059570313,0,6452.139,1.582,6450.886,7.18,a1d56ee4
glyph32_U0032,glyph32,cap20000-app200000,20000,200000,3827,-,class_cap,2,24530,19197,5151,shared,481816,2043,1444,16208,6200,414,50,965,976,0,149,0,0.0000011920928955078125,0,305.117,11.384,301.843,9.77,a1d56ee4
glyph32_U0033,glyph32,cap20000-app200000,20000,200000,5901,-,class_cap,2,22175,19726,5709,shared,579964,3097,2163,24048,9489,622,76,1512,1512,0,224,0,0.0000007152557373046875,0,704.576,16.776,699.738,10.17,a1d56ee4
glyph32_U0034,glyph32,cap20000-app200000,20000,200000,335,-,class_cap,6,75122,14761,1992,tree_cheaper,85680,359,113,1312,350,72,9,64,79,0,21,0,0.000000476837158203125,0,6056.981,1.680,6055.969,7.21,a1d56ee4
glyph32_U0035,glyph32,cap20000-app200000,20000,200000,4031,-,class_cap,2,26068,18891,4530,shared,434976,2159,1481,16512,6399,437,53,1025,1035,0,155,0,0.0000016689300537109375,0,463.054,12.421,459.677,9.71,a1d56ee4
glyph32_U0036,glyph32,cap20000-app200000,20000,200000,5793,-,class_cap,2,22304,19717,5634,shared,567932,3021,2142,23152,9381,603,74,1475,1481,0,221,0,0.000002205371856689453,0,824.825,16.611,818.359,10.13,a1d56ee4
glyph32_U0037,glyph32,cap20000-app200000,20000,200000,199,-,class_cap,6,63823,14267,2334,tree_cheaper,62836,207,87,1056,272,53,5,45,60,0,17,0,0.000000476837158203125,0,4835.472,1.572,4834.433,6.79,a1d56ee4
glyph32_U0038,glyph32,cap20000-app200000,20000,200000,7671,-,class_cap,1,15934,19478,7657,shared,790932,3959,2866,30912,13268,784,97,1952,1952,3,360,0,0.0000019073486328125,0,58.682,21.041,52.662,10.44,a1d56ee4
glyph32_U0039,glyph32,cap20000-app200000,20000,200000,5833,-,class_cap,2,22174,19746,5702,shared,571248,3021,2165,23344,9487,605,74,1485,1485,0,221,0,0.000003337860107421875,0,874.255,19.271,869.716,10.15,a1d56ee4
glyph32_U003A,glyph32,cap20000-app200000,20000,200000,191,-,class_cap,6,54625,13102,1678,tree_cheaper,54540,207,52,624,143,38,5,23,23,0,7,0,0,0,3760.583,1.788,3759.702,5.69,a1d56ee4
glyph32_U003B,glyph32,cap20000-app200000,20000,200000,267,-,quiesced,12,49487,3723,363,tree_cheaper,8848,283,108,1312,334,65,7,57,81,0,18,0,0.000000476837158203125,0,539.955,1.914,539.356,1.82,a1d56ee4
glyph32_U003C,glyph32,cap20000-app200000,20000,200000,309,-,quiesced,17,58193,5723,540,tree_cheaper,17372,321,143,1712,462,77,8,76,93,2,28,0,0.0000019073486328125,0,1323.749,1.947,1315.574,2.66,a1d56ee4
glyph32_U003D,glyph32,cap20000-app200000,20000,200000,191,-,class_cap,6,66225,15130,1401,tree_cheaper,37856,207,54,656,148,40,5,25,25,0,7,0,0,0,2975.267,1.157,2974.415,7.28,a1d56ee4
glyph32_U003E,glyph32,cap20000-app200000,20000,200000,309,-,quiesced,17,58222,5727,545,tree_cheaper,17496,321,143,1712,462,77,8,76,92,0,28,0,0.0000021457672119140625,0,1401.226,1.768,1400.525,2.66,a1d56ee4
glyph32_U003F,glyph32,cap20000-app200000,20000,200000,4159,-,class_cap,2,25855,18861,4698,shared,426760,2311,1570,18544,6694,469,57,1070,1083,1,163,0,0.0000029802322387695313,0,442.004,13.547,438.669,9.75,a1d56ee4
glyph32_U0040,glyph32,cap20000-app200000,20000,200000,7803,-,class_cap,1,15810,19510,7769,shared,800220,4111,2993,32704,13782,820,101,1988,2007,2,381,0,0.00000095367431640625,0,60.153,23.406,53.539,10.46,a1d56ee4
glyph32_U0041,glyph32,cap20000-app200000,20000,200000,283,-,class_cap,6,83169,13000,1273,tree_cheaper,44116,283,128,1536,403,67,7,59,83,0,23,0,0.00000095367431640625,0,9030.307,1.560,9029.445,5.61,a1d56ee4
glyph32_U0042,glyph32,cap20000-app200000,20000,200000,3965,-,class_cap,2,25611,19002,4790,shared,441536,2121,1466,16176,6337,425,52,1008,1010,0,152,0,0.0000019073486328125,0,523.426,13.616,519.996,9.74,a1d56ee4
glyph32_U0043,glyph32,cap20000-app200000,20000,200000,3963,-,class_cap,2,25673,19108,4725,shared,464884,2083,1469,16000,6411,415,51,991,993,0,151,0,0.0000008940696716308594,0,401.092,12.931,398.090,9.77,a1d56ee4
glyph32_U0044,glyph32,cap20000-app200000,20000,200000,2027,-,class_cap,2,26661,18017,4534,shared,360844,1107,825,8768,3622,227,27,507,517,0,92,0,0.0000007152557373046875,0,240.658,7.675,238.839,9.45,a1d56ee4
glyph32_U0045,glyph32,cap20000-app200000,20000,200000,259,-,class_cap,6,64295,14804,2345,tree_cheaper,72792,283,83,928,226,58,7,43,61,0,14,0,0,0,4047.850,1.525,4046.688,7.29,a1d56ee4
glyph32_U0046,glyph32,cap20000-app200000,20000,200000,225,-,class_cap,6,60641,15018,2378,tree_cheaper,67480,245,72,784,196,51,6,36,50,0,12,0,0,0,3514.192,1.301,3513.062,7.31,a1d56ee4
glyph32_U0047,glyph32,cap20000-app200000,20000,200000,4031,-,class_cap,2,26010,18874,4587,shared,423832,2159,1511,16624,6537,438,53,1026,1036,0,156,0,0.00000196695327758789,0,423.572,12.872,420.424,9.71,a1d56ee4
glyph32_U0048,glyph32,cap20000-app200000,20000,200000,259,-,class_cap,6,60454,14458,2150,tree_cheaper,66600,283,68,752,195,52,7,37,46,0,10,0,0.000000476837158203125,0,3475.040,1.499,3473.844,7.19,a1d56ee4
glyph32_U0049,glyph32,cap20000-app200000,20000,200000,259,-,class_cap,6,60868,14768,2168,tree_cheaper,66960,283,70,768,201,52,7,37,46,0,10,0,0,0,3623.020,1.435,3622.141,7.25,a1d56ee4
glyph32_U004A,glyph32,cap20000-app200000,20000,200000,2111,-,class_cap,2,26409,17883,4619,shared,424904,1183,845,8976,3649,243,29,523,542,0,101,0,0.00000095367431640625,0,139.033,8.079,137.194,9.39,a1d56ee4
glyph32_U004B,glyph32,cap20000-app200000,20000,200000,347,-,class_cap,5,55717,12678,1593,tree_cheaper,67512,359,154,1872,512,83,9,82,105,2,32,0,0.000003814697265625,0,3557.995,2.023,3557.049,5.67,a1d56ee4
glyph32_U004C,glyph32,cap20000-app200000,20000,200000,157,-,class_cap,6,52347,12209,1648,tree_cheaper,49124,169,55,656,151,41,4,26,40,0,9,0,0,0,3165.552,0.992,3164.838,5.49,a1d56ee4
glyph32_U004D,glyph32,cap20000-app200000,20000,200000,343,-,class_cap,5,53598,12092,1505,tree_cheaper,62796,359,142,1680,473,83,9,82,112,0,27,0,0.00000095367431640625,0,3035.275,1.910,3034.510,5.56,a1d56ee4
glyph32_U004E,glyph32,cap20000-app200000,20000,200000,267,-,class_cap,6,67232,14581,2358,tree_cheaper,74600,283,91,1056,280,63,7,48,75,0,15,0,0.0000019073486328125,0,4870.936,1.557,4870.024,7.26,a1d56ee4
glyph32_U004F,glyph32,cap20000-app200000,20000,200000,3863,-,class_cap,2,25323,19163,4892,shared,447548,2007,1378,14688,6057,400,49,976,976,0,146,0,0.000003933906555175781,0,557.161,12.450,554.235,9.76,a1d56ee4
glyph32_U0050,glyph32,cap20000-app200000,20000,200000,2061,-,class_cap,2,26760,17961,4494,shared,399608,1145,785,8592,3407,231,28,511,519,0,94,0,0.0000019073486328125,0,245.623,7.877,243.730,9.46,a1d56ee4
glyph32_U0051,glyph32,cap20000-app200000,20000,200000,4461,-,class_cap,2,25189,19369,4479,shared,420220,2365,1624,17600,7150,477,58,1135,1147,0,173,0,0.0000012516975402832031,0,1124.117,14.399,1120.600,9.83,a1d56ee4
glyph32_U0052,glyph32,cap20000-app200000,20000,200000,3105,-,class_cap,2,26078,18507,5080,shared,468320,1709,1128,12448,4882,348,42,789,797,0,122,0,0.000001132488250732422,0,292.888,10.825,290.276,9.59,a1d56ee4
glyph32_U0053,glyph32,cap20000-app200000,20000,200000,5943,-,class_cap,2,21798,19715,5920,shared,601608,3135,2227,24896,9669,632,77,1517,1528,0,229,0,0.0000021457672119140625,0,579.534,25.270,574.740,10.21,a1d56ee4
glyph32_U0054,glyph32,cap20000-app200000,20000,200000,191,-,class_cap,6,55552,12720,1656,tree_cheaper,53732,207,62,704,178,47,5,32,50,0,9,0,0,0,3599.311,1.214,3598.279,5.59,a1d56ee4
glyph32_U0055,glyph32,cap20000-app200000,20000,200000,4031,-,class_cap,2,24575,19157,5082,shared,516940,2159,1443,16576,6291,435,53,1023,1033,1,154,0,0.0000023245811462402344,0,185.371,14.028,182.230,9.76,a1d56ee4
glyph32_U0056,glyph32,cap20000-app200000,20000,200000,207,-,class_cap,6,69839,11883,1294,tree_cheaper,39184,207,93,1152,290,51,5,43,58,0,17,0,0.00000095367431640625,0,5525.073,1.228,5524.038,5.37,a1d56ee4
glyph32_U0057,glyph32,cap20000-app200000,20000,200000,359,-,class_cap,5,60183,14607,2562,tree_cheaper,88776,359,175,2160,592,89,9,104,128,0,32,0,0.00000095367431640625,0,4275.994,2.000,4274.810,7.25,a1d56ee4
glyph32_U0058,glyph32,cap20000-app200000,20000,200000,359,-,class_cap,5,61261,12578,1540,tree_cheaper,72028,359,184,2256,638,89,9,102,126,0,38,0,0.00000286102294921875,0,4129.404,1.997,4128.248,5.61,a1d56ee4
glyph32_U0059,glyph32,cap20000-app200000,20000,200000,275,-,class_cap,6,76692,13296,1823,tree_cheaper,69332,283,121,1488,405,69,7,68,89,0,24,0,0.00000095367431640625,0,8256.336,1.591,8255.252,5.73,a1d56ee4
glyph32_U005A,glyph32,cap20000-app200000,20000,200000,267,-,class_cap,6,72238,14905,2226,tree_cheaper,73724,283,110,1264,337,68,7,60,84,1,21,0,0.0000019073486328125,0,7184.367,1.488,7183.473,7.27,a1d56ee4
glyph32_U005B,glyph32,cap20000-app200000,20000,200000,191,-,quiesced,7,16687,1527,152,tree_cheaper,2372,207,64,752,170,44,5,29,39,0,10,0,0,0,99.043,1.227,98.332,0.71,a1d56ee4
glyph32_U005C,glyph32,cap20000-app200000,20000,200000,131,-,class_cap,7,72321,15356,1699,tree_cheaper,44824,131,65,864,192,35,3,28,34,0,11,0,0.00000095367431640625,0,2695.429,0.861,2694.559,7.28,a1d56ee4
glyph32_U005D,glyph32,cap20000-app200000,20000,200000,191,-,quiesced,7,16993,1558,153,tree_cheaper,2360,207,65,752,175,45,5,30,39,0,10,0,0,0,113.492,1.133,113.047,0.72,a1d56ee4
glyph32_U005E,glyph32,cap20000-app200000,20000,200000,207,-,class_cap,5,50010,15022,3117,tree_cheaper,57364,207,107,1328,349,53,5,52,64,0,20,0,0.000000476837158203125,0,1212.609,1.225,1211.718,7.34,a1d56ee4
glyph32_U005F,glyph32,cap20000-app200000,20000,200000,123,-,class_cap,8,86033,10053,955,tree_cheaper,25396,131,44,576,115,31,3,18,28,0,5,0,0.000001728534698486328,0,5249.896,0.883,5249.282,5.01,a1d56ee4
glyph32_U0060,glyph32,cap20000-app200000,20000,200000,131,-,class_cap,5,38445,12205,1912,tree_cheaper,59928,131,69,912,200,35,3,28,34,0,11,0,0.00000286102294921875,0,954.929,0.890,953.945,5.61,a1d56ee4
glyph32_U0061,glyph32,cap20000-app200000,20000,200000,5517,-,class_cap,2,23144,19635,5327,shared,527052,2929,2023,22128,8776,583,72,1387,1398,0,208,0,0.0000012814998626708984,0,730.375,18.076,726.035,10.04,a1d56ee4
glyph32_U0062,glyph32,cap20000-app200000,20000,200000,3981,-,class_cap,2,26145,18892,4576,shared,426784,2121,1477,16048,6452,425,52,1008,1010,0,153,0,0.0000013113021850585938,0,501.907,16.212,498.531,9.72,a1d56ee4
glyph32_U0063,glyph32,cap20000-app200000,20000,200000,3963,-,class_cap,2,26104,18864,4574,shared,437292,2083,1468,15904,6412,415,51,991,993,0,151,0,0.0000017881393432617188,0,415.915,12.995,412.802,9.72,a1d56ee4
glyph32_U0064,glyph32,cap20000-app200000,20000,200000,3981,-,class_cap,2,26223,18874,4562,shared,440184,2121,1464,15824,6393,426,52,1002,1011,0,153,0,0.0000013113021850585938,0,582.690,18.016,578.266,9.71,a1d56ee4
glyph32_U0065,glyph32,cap20000-app200000,20000,200000,4035,-,class_cap,2,26118,18830,4523,shared,432172,2159,1516,16608,6550,438,53,1022,1037,0,157,0,0.0000012516975402832031,0,434.580,13.366,431.345,9.70,a1d56ee4
glyph32_U0066,glyph32,cap20000-app200000,20000,200000,1245,-,class_cap,3,40334,17965,2809,shared,98032,809,526,4992,2158,146,20,207,268,1,49,0,0.0000002980232238769531,0,716.447,7.566,715.099,9.16,a1d56ee4
glyph32_U0067,glyph32,cap20000-app200000,20000,200000,5969,-,class_cap,2,22553,19546,5670,shared,572320,3173,2166,23728,9485,631,78,1509,1520,0,226,0,0.000001728534698486328,0,490.299,19.664,485.532,10.16,a1d56ee4
glyph32_U0068,glyph32,cap20000-app200000,20000,200000,2145,-,class_cap,2,26861,17970,4588,shared,414848,1221,807,8752,3471,245,30,525,541,0,97,0,0.0000025033950805664063,0,227.119,7.794,224.935,9.42,a1d56ee4
glyph32_U0069,glyph32,cap20000-app200000,20000,200000,293,-,class_cap,6,66171,15026,2410,tree_cheaper,86116,321,84,960,237,61,8,46,60,0,13,0,0,0,4634.510,1.776,4633.618,7.33,a1d56ee4
glyph32_U006A,glyph32,cap20000-app200000,20000,200000,1211,-,class_cap,3,38413,17936,3042,shared,152396,771,488,4848,1956,145,19,206,272,1,49,0,0.00000095367431640625,0,574.867,5.162,573.412,9.17,a1d56ee4
glyph32_U006B,glyph32,cap20000-app200000,20000,200000,347,-,class_cap,5,55954,12726,1601,tree_cheaper,68876,359,157,1920,516,84,9,83,106,2,33,0,0.00000095367431640625,0,3572.440,3.520,3571.591,5.68,a1d56ee4
glyph32_U006C,glyph32,cap20000-app200000,20000,200000,1143,-,class_cap,3,39043,18272,2996,shared,100096,695,526,4976,2172,139,17,200,274,1,48,0,0.0000006556510925292969,0,535.186,4.515,533.741,9.20,a1d56ee4
glyph32_U006D,glyph32,cap20000-app200000,20000,200000,4133,-,class_cap,2,25091,19157,4998,shared,473708,2273,1433,16896,6203,446,56,1016,1028,19,147,0,0.0000027418136596679688,0,514.889,12.803,511.480,9.81,a1d56ee4
glyph32_U006E,glyph32,cap20000-app200000,20000,200000,2145,-,class_cap,2,26858,17964,4601,shared,409944,1221,797,8688,3435,245,30,525,541,0,93,0,0.000000476837158203125,0,234.807,11.298,232.951,9.41,a1d56ee4
glyph32_U006F,glyph32,cap20000-app200000,20000,200000,3863,-,class_cap,2,25459,19026,4847,shared,480336,2007,1339,15264,5947,398,49,974,974,0,143,0,0.0000026226043701171875,0,529.231,11.462,526.335,9.74,a1d56ee4
glyph32_U0070,glyph32,cap20000-app200000,20000,200000,3981,-,class_cap,2,26301,18829,4534,shared,435052,2121,1463,15840,6414,425,52,1008,1010,0,153,0,0.000001728534698486328,0,491.716,11.692,488.718,9.71,a1d56ee4
glyph32_U0071,glyph32,cap20000-app200000,20000,200000,3981,-,class_cap,2,26295,18824,4523,shared,418224,2121,1473,15856,6464,426,52,1002,1011,0,153,0,0.0000027865171432495117,0,493.448,12.103,490.310,9.70,a1d56ee4
glyph32_U0072,glyph32,cap20000-app200000,20000,200000,2127,-,class_cap,2,26557,17944,4647,shared,420772,1183,806,8832,3453,238,29,518,530,0,96,0,0.000005066394805908203,0,198.070,7.371,196.259,9.41,a1d56ee4
glyph32_U0073,glyph32,cap20000-app200000,20000,200000,5739,-,class_cap,2,22198,19727,5661,shared,572576,3051,2145,24352,9278,617,75,1472,1483,0,222,0,0.0000008270144462585449,0,621.620,17.224,616.980,10.14,a1d56ee4
glyph32_U0074,glyph32,cap20000-app200000,20000,200000,1245,-,class_cap,3,40860,17596,2777,shared,180632,809,484,4800,1935,145,20,206,267,0,50,0,0.0000003576278686523438,0,631.360,4.965,629.699,9.10,a1d56ee4
glyph32_U0075,glyph32,cap20000-app200000,20000,200000,2145,-,class_cap,2,26468,17871,4630,shared,450928,1221,815,8784,3506,246,30,526,543,0,100,0,0.0000007152557373046875,0,140.617,7.349,138.792,9.36,a1d56ee4
glyph32_U0076,glyph32,cap20000-app200000,20000,200000,207,-,class_cap,6,69825,12250,1494,tree_cheaper,42136,207,98,1264,321,53,5,52,64,0,20,0,0.00000095367431640625,0,5106.819,1.128,5106.072,5.50,a1d56ee4
glyph32_U0077,glyph32,cap20000-app200000,20000,200000,359,-,class_cap,5,54993,11140,1301,tree_cheaper,61880,359,170,2096,583,87,9,102,126,0,30,0,0.00000095367431640625,0,3559.227,2.008,3558.173,5.31,a1d56ee4
glyph32_U0078,glyph32,cap20000-app200000,20000,200000,359,-,class_cap,5,61786,12694,1519,tree_cheaper,69352,359,178,2160,603,87,9,93,120,0,35,0,0.000002384185791015625,0,4238.461,1.935,4237.643,5.62,a1d56ee4
glyph32_U0079,glyph32,cap20000-app200000,20000,200000,1693,-,class_cap,2,24036,16560,3988,shared,379196,977,679,6704,2931,191,24,290,402,0,97,0,0.0000014901161193847656,0,76.465,6.067,75.035,9.08,a1d56ee4
glyph32_U007A,glyph32,cap20000-app200000,20000,200000,267,-,class_cap,6,71008,14811,2244,tree_cheaper,73576,283,105,1264,322,64,7,56,72,1,20,0,0.0000002384185791015625,0,6924.619,1.418,6923.735,7.25,a1d56ee4
glyph32_U007B,glyph32,cap20000-app200000,20000,200000,4101,-,class_cap,2,26101,18852,4666,shared,461728,2273,1513,17008,6456,451,56,1033,1041,0,159,0,0.0000012516975402832031,0,495.272,12.878,491.786,9.75,a1d56ee4
