kernel,class,arm,class_cap,app_cap,tier_nodes,inserted_classes,stop,iterations,applications,classes_at_stop,live_classes,objective,shared_pass_bytes,input_nodes,compiled_nodes,bytes,dag_cost,schedule,selects,guarded,exclusive,spill_slots,hoisted,same_form_nan_mismatch,same_form_max_abs,packed_mismatch_same,optimize_ms,emit_ms,sat_wall_ms,peak_alloc_mb,git_sha
glyph16_U0021,glyph16,cap50000-app2000000,50000,2000000,267,-,class_cap,7,155506,35326,5462,tree_cheaper,171308,283,86,960,256,54,7,39,48,0,13,0,0.00000095367431640625,0,64635.406,1.452,64633.640,17.80,3f714e09
glyph16_U0022,glyph16,cap50000-app2000000,50000,2000000,191,-,quiesced,7,17694,1642,151,tree_cheaper,2276,207,62,736,175,46,5,31,49,0,8,0,0.000000476837158203125,0,118.467,1.100,117.814,0.84,3f714e09
glyph16_U0023,glyph16,cap50000-app2000000,50000,2000000,647,-,class_cap,6,145745,28382,3450,tree_cheaper,409740,663,240,2672,814,142,17,134,201,2,42,0,0.0000019073486328125,0,28186.615,3.526,28185.059,13.43,3f714e09
glyph16_U0024,glyph16,cap50000-app2000000,50000,2000000,6151,-,class_cap,2,63264,45045,12932,shared,1438896,3363,2434,23680,10573,614,83,1055,1424,1,288,0,0.000002473592758178711,0,541.398,19.836,535.146,20.69,3f714e09
glyph16_U0025,glyph16,cap50000-app2000000,50000,2000000,8791,-,class_cap,2,61044,48083,12745,shared,1200288,4599,3299,36720,14650,921,113,2251,2263,0,339,0,0.0000019222497940063477,0,6465.086,30.211,6455.558,23.08,3f714e09
glyph16_U0026,glyph16,cap50000-app2000000,50000,2000000,7719,-,class_cap,2,63610,46753,12747,shared,1352296,4103,2823,32208,12437,828,101,1980,2002,0,302,0,0.0000020265579223632813,0,2130.174,22.846,2122.651,22.74,3f714e09
glyph16_U0027,glyph16,cap50000-app2000000,50000,2000000,123,-,quiesced,7,12774,1153,108,tree_cheaper,1208,131,46,592,124,33,3,18,28,0,6,0,0.00000095367431640625,0,72.697,1.069,72.258,0.64,3f714e09
glyph16_U0028,glyph16,cap50000-app2000000,50000,2000000,1959,-,class_cap,3,84616,45143,8990,shared,548168,1031,951,8400,4058,192,25,329,441,0,78,0,0.0000011920928955078125,0,444.613,8.217,442.016,21.56,3f714e09
glyph16_U0029,glyph16,cap50000-app2000000,50000,2000000,1777,-,class_cap,3,82466,44620,9056,shared,508072,953,898,7936,3828,180,23,298,403,0,81,0,0.0000013187527656555176,0,394.259,6.512,391.151,21.47,3f714e09
glyph16_U002A,glyph16,cap50000-app2000000,50000,2000000,647,-,class_cap,7,160465,21796,2703,tree_cheaper,540552,663,275,3200,967,142,17,155,197,3,55,0,0.0000026226043701171875,0,2091.968,3.029,2090.475,10.54,3f714e09
glyph16_U002B,glyph16,cap50000-app2000000,50000,2000000,259,-,class_cap,91,1449603,28745,611,tree_cheaper,14768,283,73,816,205,52,7,37,46,0,10,0,0.000000476837158203125,0,13945.296,1.379,13944.041,13.91,3f714e09
glyph16_U002C,glyph16,cap50000-app2000000,50000,2000000,199,-,quiesced,7,28182,2752,268,tree_cheaper,5252,207,88,1072,276,51,5,43,58,0,15,0,0.0000011920928955078125,0,188.754,1.282,188.295,1.33,3f714e09
glyph16_U002D,glyph16,cap50000-app2000000,50000,2000000,123,-,quiesced,7,12610,1138,110,tree_cheaper,1232,131,47,624,124,33,3,18,28,0,6,0,0.0000019073486328125,0,67.730,0.841,67.189,0.59,3f714e09
glyph16_U002E,glyph16,cap50000-app2000000,50000,2000000,123,-,class_cap,7,109098,28521,4001,tree_cheaper,96848,131,43,544,120,33,3,18,28,0,6,0,0.0000019073486328125,0,22034.250,0.775,22033.134,13.38,3f714e09
glyph16_U002F,glyph16,cap50000-app2000000,50000,2000000,131,-,class_cap,8,155712,39721,5649,tree_cheaper,187660,131,61,816,184,35,3,28,34,0,11,0,0.000000476837158203125,0,9673.106,0.882,9671.451,20.10,3f714e09
glyph16_U0030,glyph16,cap50000-app2000000,50000,2000000,5767,-,class_cap,2,65425,44726,11597,shared,1074312,2983,2207,19728,9944,541,73,982,1318,2,231,0,0.000001132488250732422,0,2794.288,15.956,2788.560,22.06,3f714e09
glyph16_U0031,glyph16,cap50000-app2000000,50000,2000000,301,-,class_cap,7,169073,35154,5032,tree_cheaper,141692,321,116,1296,359,75,8,67,96,0,22,0,0.0000011920928955078125,0,43961.387,1.673,43959.068,17.63,3f714e09
glyph16_U0032,glyph16,cap50000-app2000000,50000,2000000,3827,-,class_cap,2,57445,40854,9877,shared,947332,2043,1449,13968,6366,378,50,648,877,0,191,0,0.0000007152557373046875,0,540.616,12.453,536.332,19.75,3f714e09
glyph16_U0033,glyph16,cap50000-app2000000,50000,2000000,5901,-,class_cap,2,64930,44817,11936,shared,1161900,3097,2364,21536,10512,569,76,1010,1361,6,245,0,0.0000010728836059570313,0,2294.012,19.197,2288.150,22.15,3f714e09
glyph16_U0034,glyph16,cap50000-app2000000,50000,2000000,335,-,class_cap,7,167621,35135,5004,tree_cheaper,164432,359,113,1312,350,72,9,64,79,0,21,0,0.0000015497207641601563,0,40398.133,1.734,40396.472,17.64,3f714e09
glyph16_U0035,glyph16,cap50000-app2000000,50000,2000000,4031,-,class_cap,2,60839,42245,9774,shared,940032,2159,1506,14608,6662,399,53,688,930,0,177,0,0.0000018477439880371096,0,870.828,13.704,866.888,20.04,3f714e09
glyph16_U0036,glyph16,cap50000-app2000000,50000,2000000,5793,-,class_cap,2,65289,44734,11814,shared,1260180,3021,2230,19840,9899,552,74,993,1334,0,246,0,0.000002466142177581787,0,2585.562,15.776,2580.086,22.07,3f714e09
glyph16_U0037,glyph16,cap50000-app2000000,50000,2000000,199,-,class_cap,7,143723,34635,5690,tree_cheaper,172572,207,87,1056,272,53,5,45,60,0,17,0,0.000000476837158203125,0,51715.069,1.927,51713.624,17.62,3f714e09
glyph16_U0038,glyph16,cap50000-app2000000,50000,2000000,7671,-,class_cap,2,63747,46891,12642,shared,1235028,3959,2730,29328,12265,784,97,1952,1952,0,289,0,0.000002205371856689453,0,4060.024,21.034,4052.076,22.73,3f714e09
glyph16_U0039,glyph16,cap50000-app2000000,50000,2000000,5833,-,class_cap,2,65062,44905,11817,shared,1107572,3021,2401,21200,10708,554,74,995,1338,0,233,0,0.000002574175596237182,0,3054.568,16.137,3049.345,22.12,3f714e09
glyph16_U003A,glyph16,cap50000-app2000000,50000,2000000,191,-,class_cap,7,128927,34429,5474,tree_cheaper,127368,207,52,624,143,38,5,23,23,0,7,0,0.000000476837158203125,0,26176.051,1.064,26174.721,17.54,3f714e09
glyph16_U003B,glyph16,cap50000-app2000000,50000,2000000,267,-,quiesced,12,49487,3722,363,tree_cheaper,8848,283,108,1312,334,65,7,57,81,0,18,0,0.000000476837158203125,0,535.299,1.469,534.676,1.82,3f714e09
glyph16_U003C,glyph16,cap50000-app2000000,50000,2000000,309,-,quiesced,17,58193,5722,540,tree_cheaper,17372,321,143,1712,462,77,8,76,93,2,28,0,0.0000014901161193847656,0,1297.018,1.559,1296.307,2.66,3f714e09
glyph16_U003D,glyph16,cap50000-app2000000,50000,2000000,191,-,class_cap,6,97729,27004,2759,tree_cheaper,87596,207,54,656,148,40,5,25,25,0,7,0,0,0,7247.978,1.173,7246.573,11.38,3f714e09
glyph16_U003E,glyph16,cap50000-app2000000,50000,2000000,309,-,quiesced,17,58222,5726,545,tree_cheaper,17496,321,143,1712,462,77,8,76,92,0,28,0,0.0000013113021850585938,0,1404.278,1.865,1403.394,2.66,3f714e09
glyph16_U003F,glyph16,cap50000-app2000000,50000,2000000,4159,-,class_cap,2,60028,42614,10301,shared,962388,2311,1650,16160,7226,427,57,716,970,3,194,0,0.0000012516975402832031,0,734.948,14.120,729.966,20.15,3f714e09
glyph16_U0040,glyph16,cap50000-app2000000,50000,2000000,7803,-,class_cap,2,64657,46744,12064,shared,1164808,4111,2839,31200,12677,818,101,1986,2001,0,300,0,0.0000018477439880371096,0,5508.256,25.706,5500.860,22.68,3f714e09
glyph16_U0041,glyph16,cap50000-app2000000,50000,2000000,283,-,class_cap,7,172096,28741,2976,tree_cheaper,104520,283,128,1536,403,67,7,59,83,0,23,0,0.000001430511474609375,0,50575.849,1.652,50573.986,14.10,3f714e09
glyph16_U0042,glyph16,cap50000-app2000000,50000,2000000,3965,-,class_cap,2,58760,40974,9726,shared,948880,2121,1488,14560,6559,389,52,678,910,0,184,0,0.0000014901161193847656,0,868.070,12.468,864.171,19.78,3f714e09
glyph16_U0043,glyph16,cap50000-app2000000,50000,2000000,3963,-,class_cap,2,59308,41216,9768,shared,945240,2083,1514,13984,6781,379,51,668,892,0,177,0,0.0000018477439880371096,0,752.432,12.067,748.418,19.87,3f714e09
glyph16_U0044,glyph16,cap50000-app2000000,50000,2000000,2027,-,class_cap,3,90857,45337,8316,shared,249472,1107,984,8880,4263,209,27,346,468,0,79,0,0.000002562999725341797,0,2586.706,7.404,2584.160,21.58,3f714e09
glyph16_U0045,glyph16,cap50000-app2000000,50000,2000000,259,-,class_cap,7,147424,34765,5641,tree_cheaper,153584,283,83,928,226,58,7,43,61,0,14,0,0.00000095367431640625,0,38227.506,1.591,38225.659,17.68,3f714e09
glyph16_U0046,glyph16,cap50000-app2000000,50000,2000000,225,-,class_cap,7,140027,34637,5566,tree_cheaper,133460,245,72,784,196,51,6,36,50,0,12,0,0.0000011920928955078125,0,34161.811,1.575,34160.348,17.60,3f714e09
glyph16_U0047,glyph16,cap50000-app2000000,50000,2000000,4031,-,class_cap,2,59502,41150,9842,shared,984460,2159,1545,15040,6823,400,53,689,931,0,189,0,0.0000023245811462402344,0,819.749,13.758,815.561,19.83,3f714e09
glyph16_U0048,glyph16,cap50000-app2000000,50000,2000000,259,-,class_cap,7,138735,35131,5622,tree_cheaper,133272,283,68,752,195,52,7,37,46,0,10,0,0.00000095367431640625,0,31410.490,1.495,31408.469,17.68,3f714e09
glyph16_U0049,glyph16,cap50000-app2000000,50000,2000000,259,-,class_cap,7,139227,35088,5618,tree_cheaper,133944,283,70,768,201,52,7,37,46,0,10,0,0.00000095367431640625,0,31691.588,1.499,31690.235,17.67,3f714e09
glyph16_U004A,glyph16,cap50000-app2000000,50000,2000000,2111,-,class_cap,3,90355,45059,8185,shared,271088,1183,1022,9200,4373,228,29,365,496,2,84,0,0.000001430511474609375,0,1330.739,7.254,1327.945,21.51,3f714e09
glyph16_U004B,glyph16,cap50000-app2000000,50000,2000000,347,-,class_cap,7,190140,37540,4304,tree_cheaper,164472,359,148,1840,492,83,9,82,105,2,32,0,0.0000016689300537109375,0,76711.513,1.801,76709.454,19.55,3f714e09
glyph16_U004C,glyph16,cap50000-app2000000,50000,2000000,157,-,class_cap,7,121147,33004,5403,tree_cheaper,126820,169,55,656,151,41,4,26,40,0,9,0,0.00000095367431640625,0,19889.859,1.085,19888.431,17.31,3f714e09
glyph16_U004D,glyph16,cap50000-app2000000,50000,2000000,343,-,class_cap,7,185150,36609,4464,tree_cheaper,164864,359,137,1648,457,83,9,82,112,0,27,0,0.00000095367431640625,0,64471.180,1.763,64469.333,17.79,3f714e09
glyph16_U004E,glyph16,cap50000-app2000000,50000,2000000,267,-,class_cap,7,150140,35493,5804,tree_cheaper,185696,283,91,1056,280,63,7,48,75,0,15,0,0.000001430511474609375,0,52843.174,1.439,52840.946,17.82,3f714e09
glyph16_U004F,glyph16,cap50000-app2000000,50000,2000000,3863,-,class_cap,2,58683,40876,9738,shared,885236,2007,1431,13568,6406,366,49,655,879,0,183,0,0.00000196695327758789,0,1047.631,11.151,1043.987,19.79,3f714e09
glyph16_U0050,glyph16,cap50000-app2000000,50000,2000000,2061,-,class_cap,3,92007,44805,8100,shared,263008,1145,1017,9088,4390,212,28,349,467,0,80,0,0.0000023245811462402344,0,2651.865,23.941,2648.155,21.42,3f714e09
glyph16_U0051,glyph16,cap50000-app2000000,50000,2000000,4461,-,class_cap,2,63536,44263,10621,shared,893316,2365,1719,16176,7733,436,58,763,1032,0,201,0,0.0000019073486328125,0,2272.469,13.121,2268.194,22.16,3f714e09
glyph16_U0052,glyph16,cap50000-app2000000,50000,2000000,3105,-,class_cap,3,92671,46876,7898,shared,545256,1709,1274,12368,5417,317,42,530,714,0,125,0,0.00000095367431640625,0,3007.513,10.288,3003.862,21.98,3f714e09
glyph16_U0053,glyph16,cap50000-app2000000,50000,2000000,5943,-,class_cap,2,64377,44960,12201,shared,1302708,3135,2298,21088,10120,578,77,1019,1375,0,251,0,0.0000015832483768463137,0,1753.576,16.619,1748.314,20.62,3f714e09
glyph16_U0054,glyph16,cap50000-app2000000,50000,2000000,191,-,class_cap,7,127072,33863,5536,tree_cheaper,131068,207,62,704,178,47,5,32,50,0,9,0,0.000001430511474609375,0,24280.963,1.937,24279.368,17.46,3f714e09
glyph16_U0055,glyph16,cap50000-app2000000,50000,2000000,4031,-,class_cap,2,59335,42811,10146,shared,1061512,2159,1529,14848,6771,397,53,686,928,7,177,0,0.0000020265579223632813,0,445.692,16.656,439.333,20.16,3f714e09
glyph16_U0056,glyph16,cap50000-app2000000,50000,2000000,207,-,class_cap,8,210666,33115,3675,tree_cheaper,113644,207,93,1152,290,51,5,43,58,0,17,0,0.000003337860107421875,0,71051.317,1.267,71049.098,17.26,3f714e09
glyph16_U0057,glyph16,cap50000-app2000000,50000,2000000,359,-,class_cap,6,141881,33443,4944,tree_cheaper,160580,359,164,2032,538,87,9,95,122,0,30,0,0.000002384185791015625,0,43667.675,1.839,43666.179,17.33,3f714e09
glyph16_U0058,glyph16,cap50000-app2000000,50000,2000000,359,-,class_cap,7,196739,30736,3550,tree_cheaper,167772,359,175,2208,606,89,9,102,126,0,38,0,0.00000286102294921875,0,64196.759,1.755,64195.357,14.52,3f714e09
glyph16_U0059,glyph16,cap50000-app2000000,50000,2000000,275,-,class_cap,7,157181,33935,4537,tree_cheaper,165452,283,123,1504,410,69,7,68,89,0,24,0,0.000003337860107421875,0,85820.672,2.832,85818.731,17.45,3f714e09
glyph16_U005A,glyph16,cap50000-app2000000,50000,2000000,267,-,class_cap,7,161827,37101,5665,tree_cheaper,206316,283,110,1264,337,68,7,60,84,1,21,0,0.000001430511474609375,0,78952.510,1.491,78950.930,18.07,3f714e09
glyph16_U005B,glyph16,cap50000-app2000000,50000,2000000,191,-,quiesced,7,16687,1526,152,tree_cheaper,2372,207,64,752,170,44,5,29,39,0,10,0,0.000000476837158203125,0,99.661,1.083,99.248,0.71,3f714e09
glyph16_U005C,glyph16,cap50000-app2000000,50000,2000000,131,-,class_cap,8,155148,39811,5701,tree_cheaper,190540,131,65,864,192,35,3,28,34,0,11,0,0.000000476837158203125,0,9630.697,0.888,9629.083,20.31,3f714e09
glyph16_U005D,glyph16,cap50000-app2000000,50000,2000000,191,-,quiesced,7,16993,1557,153,tree_cheaper,2360,207,65,752,175,45,5,30,39,0,10,0,0.000000476837158203125,0,113.446,1.066,113.024,0.72,3f714e09
glyph16_U005E,glyph16,cap50000-app2000000,50000,2000000,207,-,class_cap,6,129907,42526,8286,tree_cheaper,150796,207,102,1280,333,53,5,52,64,0,20,0,0.000000476837158203125,0,12383.530,1.227,12381.617,21.00,3f714e09
glyph16_U005F,glyph16,cap50000-app2000000,50000,2000000,123,-,class_cap,11,268934,22922,1590,tree_cheaper,50832,131,44,576,115,31,3,18,28,0,5,0,0.00000286102294921875,0,56089.865,1.207,56088.502,10.50,3f714e09
glyph16_U0060,glyph16,cap50000-app2000000,50000,2000000,131,-,class_cap,6,108523,40443,8376,tree_cheaper,171396,131,66,896,192,35,3,28,34,0,11,0,0.0000007152557373046875,0,7187.976,0.890,7186.095,19.01,3f714e09
glyph16_U0061,glyph16,cap50000-app2000000,50000,2000000,5517,-,class_cap,2,64266,44829,11878,shared,1093224,2929,2266,20208,10017,534,72,937,1260,0,238,0,0.0000019371509552001953,0,2381.517,17.265,2375.717,22.09,3f714e09
