name,group,rule_order,node_count,max_classes,down_cost,up_cost,cost_change_frac,down_classes,up_classes,class_change_frac,down_live,up_live,down_apps,up_apps,down_iters,up_iters,down_unions,up_unions,down_stop,up_stop,down_cap,up_cap,up_enqueues,up_edges,down_ms,up_ms
glyph16:U+0048,glyph16,production,247,5000,314,331,0.054140,2793,2652,-0.050483,369,371,12700,11604,4,4,2410,2235,ClassCap,ClassCap,true,true,26848,3065,63.695,62.893
glyph16:U+0049,glyph16,production,391,5000,626,659,0.052716,3418,3211,-0.060562,565,561,8929,8359,3,3,2843,2593,ClassCap,ClassCap,true,true,23792,4205,47.964,47.376
glyph16:U+004A,glyph16,production,2425,5000,4339,4012,-0.075363,4282,4889,0.141756,1868,1761,3220,5254,1,2,2373,3093,ClassCap,ClassCap,true,true,13883,7679,11.521,29.444
glyph16:U+004B,glyph16,production,617,5000,1047,1092,0.042980,4578,4596,0.003932,925,910,10063,9689,3,3,3637,3625,ClassCap,ClassCap,true,true,29568,5774,54.709,58.652
glyph16:U+004C,glyph16,production,151,5000,185,216,0.167568,3361,3304,-0.016959,422,420,17318,15741,5,5,2922,2814,ClassCap,ClassCap,true,true,56486,3658,139.486,143.369
glyph16:U+004D,glyph16,production,2345,5000,4133,4133,0.000000,4914,4892,-0.004477,1703,1706,5331,5509,2,2,3184,3135,ClassCap,ClassCap,true,true,22775,7277,26.645,33.366
glyph16:U+004E,glyph16,production,1399,5000,2457,2461,0.001628,4653,4694,0.008812,1325,1363,6421,6318,2,2,3299,3291,ClassCap,ClassCap,true,true,18053,6425,23.202,29.453
glyph16:U+004F,glyph16,production,5945,5000,10769,10773,0.000371,5000,5000,0.000000,3006,3012,2421,2445,1,1,1982,1988,ClassCap,ClassCap,true,true,9601,7819,15.849,18.168
glyph16:U+0050,glyph16,production,2409,5000,3990,3987,-0.000752,4880,4859,-0.004303,1714,1723,5418,5521,2,2,3117,3096,ClassCap,ClassCap,true,true,17982,7552,26.140,31.229
glyph16:U+0051,glyph16,production,6053,5000,10749,10751,0.000186,5000,5000,0.000000,3029,3031,2388,2398,1,1,1966,1969,ClassCap,ClassCap,true,true,9504,7768,15.882,18.175
glyph16:U+0052,glyph16,production,2710,5000,4725,4725,0.000000,4509,4484,-0.005544,2000,2027,3337,3276,1,1,2464,2457,ClassCap,ClassCap,true,true,8695,7941,12.188,14.789
glyph16:U+0053,glyph16,production,7616,5000,14066,14066,0.000000,5000,5000,0.000000,3414,3414,1682,1682,1,1,1586,1586,ClassCap,ClassCap,true,true,6205,7661,16.340,17.780
glyph16:U+0054,glyph16,production,183,5000,227,255,0.123348,3521,3514,-0.001988,468,459,18538,16956,5,5,3037,2999,ClassCap,ClassCap,true,true,59356,3953,154.938,149.516
glyph16:U+0055,glyph16,production,2899,5000,5170,5170,0.000000,4686,4656,-0.006402,2079,2108,3440,3377,1,1,2558,2548,ClassCap,ClassCap,true,true,8790,8287,12.789,15.409
glyph16:U+0056,glyph16,production,1573,5000,2647,2647,0.000000,4614,4644,0.006502,1319,1352,6581,6462,2,2,3262,3260,ClassCap,ClassCap,true,true,16822,6508,22.809,28.529
glyph16:U+0057,glyph16,production,7232,5000,13499,13499,0.000000,5000,5000,0.000000,3271,3271,1842,1842,1,1,1729,1729,ClassCap,ClassCap,true,true,6769,7497,16.209,17.421
glyph16:U+0058,glyph16,production,343,5000,652,689,0.056748,3607,3444,-0.045190,628,624,9017,8459,3,3,2969,2754,ClassCap,ClassCap,true,true,29399,4626,59.738,59.407
glyph16:U+0059,glyph16,production,263,5000,437,428,-0.020595,2684,3539,0.318554,412,505,7570,13362,3,4,2246,2949,ClassCap,ClassCap,true,true,53492,4106,37.615,122.042
glyph16:U+005A,glyph16,production,255,5000,393,421,0.071247,3358,3168,-0.056581,459,461,14056,12781,4,4,2879,2652,ClassCap,ClassCap,true,true,41717,3716,102.966,94.885
glyph16:U+005B,glyph16,production,183,5000,234,255,0.089744,1519,1412,-0.070441,175,175,21494,18583,7,7,1336,1215,Quiesced,Quiesced,false,false,6595,1506,49.307,41.446
glyph16:U+005C,glyph16,production,127,5000,166,160,-0.036145,3444,3424,-0.005807,447,462,18357,16609,5,5,2972,2881,ClassCap,ClassCap,true,true,52784,3814,208.234,176.833
glyph16:U+005D,glyph16,production,183,5000,244,265,0.086066,1517,1410,-0.070534,177,177,21364,18453,7,7,1332,1211,Quiesced,Quiesced,false,false,6609,1510,49.338,41.006
glyph16:U+005E,glyph16,production,199,5000,319,340,0.065831,2891,2943,0.017987,420,448,12176,11199,4,4,2457,2467,ClassCap,ClassCap,true,true,33005,3919,87.765,86.596
glyph16:U+005F,glyph16,production,119,5000,129,129,0.000000,2994,2949,-0.015030,321,341,23449,20903,6,6,2664,2554,ClassCap,ClassCap,true,true,53624,3313,307.776,268.329
glyph16:U+0060,glyph16,production,1722,5000,2827,2824,-0.001061,4689,4743,0.011516,1342,1378,6355,6161,2,2,3316,3337,ClassCap,ClassCap,true,true,14003,6493,22.223,27.318
glyph16:U+0061,glyph16,production,5743,5000,10612,10616,0.000377,5000,5000,0.000000,3007,3014,2411,2435,1,1,1981,1986,ClassCap,ClassCap,true,true,9386,7740,15.867,18.194
glyph16:U+0062,glyph16,production,5129,5000,9434,9258,-0.018656,4995,4994,-0.000200,2824,2842,2720,2865,1,1,2111,2152,ClassCap,ClassCap,true,true,9451,7904,15.597,17.951
glyph16:U+0063,glyph16,production,4671,5000,8419,8419,0.000000,4984,4980,-0.000803,2700,2738,2923,2953,1,1,2228,2242,ClassCap,ClassCap,true,true,9202,8102,15.172,17.587
glyph16:U+0064,glyph16,production,5864,5000,10763,10764,0.000093,5000,5000,0.000000,3022,3027,2388,2401,1,1,1971,1973,ClassCap,ClassCap,true,true,9353,7739,15.808,18.227
glyph16:U+0065,glyph16,production,4872,5000,8766,8766,0.000000,4989,4985,-0.000802,2751,2785,2865,2897,1,1,2185,2200,ClassCap,ClassCap,true,true,9254,8025,15.312,17.707
glyph16:U+0066,glyph16,production,2364,5000,3955,3954,-0.000253,4880,4858,-0.004508,1682,1685,5469,5622,2,2,3153,3127,ClassCap,ClassCap,true,true,18723,7457,26.192,31.726
glyph16:U+0067,glyph16,production,7009,5000,12799,12799,0.000000,5000,5000,0.000000,3208,3208,1951,1951,1,1,1792,1792,ClassCap,ClassCap,true,true,8745,7446,16.128,18.271
glyph16:U+0068,glyph16,production,2931,5000,5045,5045,0.000000,4717,4684,-0.006996,2082,2110,3472,3407,1,1,2586,2574,ClassCap,ClassCap,true,true,9117,8354,12.816,15.535
glyph16:U+0069,glyph16,production,2123,5000,3510,3509,-0.000285,4727,4762,0.007404,1455,1454,6347,6210,2,2,3231,3264,ClassCap,ClassCap,true,true,18612,6692,25.135,30.984
glyph16:U+006A,glyph16,production,4293,5000,7523,7523,0.000000,4971,4967,-0.000805,2597,2635,3014,3046,1,1,2317,2332,ClassCap,ClassCap,true,true,9317,8277,14.814,17.270
glyph16:U+006B,glyph16,production,1460,5000,2517,2517,0.000000,4460,4499,0.008744,1306,1345,6789,6639,2,2,3125,3115,ClassCap,ClassCap,true,true,15983,6426,22.319,27.521
glyph16:U+006C,glyph16,production,323,5000,522,565,0.082375,3007,2780,-0.075491,467,438,8304,7626,3,3,2517,2291,ClassCap,ClassCap,true,true,20018,3512,43.304,41.040
glyph16:U+006D,glyph16,production,5289,5000,9624,9684,0.006234,4998,4999,0.000200,2856,2884,2654,2772,1,1,2088,2115,ClassCap,ClassCap,true,true,9722,7821,15.622,18.139
glyph16:U+006E,glyph16,production,2264,5000,3759,3755,-0.001064,4826,4813,-0.002694,1631,1639,5722,5824,2,2,3150,3133,ClassCap,ClassCap,true,true,17849,7405,25.598,30.995
glyph16:U+006F,glyph16,production,5716,5000,10262,10275,0.001267,5000,5000,0.000000,2947,2964,2515,2592,1,1,2018,2036,ClassCap,ClassCap,true,true,9815,7834,15.783,18.185
glyph16:U+0070,glyph16,production,5406,5000,9922,9938,0.001613,4999,4999,0.000000,2901,2922,2589,2688,1,1,2053,2077,ClassCap,ClassCap,true,true,9469,7809,15.627,17.969
glyph16:U+0071,glyph16,production,5046,5000,9172,8962,-0.022896,4992,4991,-0.000200,2802,2822,2777,2880,1,1,2134,2169,ClassCap,ClassCap,true,true,9478,7937,15.512,18.160
glyph16:U+0072,glyph16,production,2456,5000,4180,4189,0.002153,4912,4886,-0.005293,1804,1805,5113,5312,2,2,3066,3031,ClassCap,ClassCap,true,true,18976,7731,26.542,32.263
glyph16:U+0073,glyph16,production,6929,5000,12680,12680,0.000000,5000,5000,0.000000,3201,3201,1968,1968,1,1,1799,1799,ClassCap,ClassCap,true,true,8789,7473,16.030,17.950
glyph16:U+0074,glyph16,production,2421,5000,4109,4097,-0.002920,4905,4887,-0.003670,1796,1804,5091,5259,2,2,3070,3038,ClassCap,ClassCap,true,true,14535,7766,25.052,29.679
glyph16:U+0075,glyph16,production,2493,5000,4153,4142,-0.002649,4898,4886,-0.002450,1809,1798,5123,5237,2,2,3047,3050,ClassCap,ClassCap,true,true,14014,7751,24.942,29.580
glyph16:U+0076,glyph16,production,1115,5000,1760,1764,0.002273,4236,4334,0.023135,1182,1223,6760,6530,2,2,3028,3074,ClassCap,ClassCap,true,true,14000,6539,19.150,24.636
glyph16:U+0077,glyph16,production,3663,5000,6602,6585,-0.002575,4937,4944,0.001418,2492,2521,3133,3176,1,1,2394,2422,ClassCap,ClassCap,true,true,9575,8437,14.506,17.154
glyph16:U+0078,glyph16,production,343,5000,639,676,0.057903,3590,3453,-0.038162,620,621,8967,8422,3,3,2960,2767,ClassCap,ClassCap,true,true,29220,4662,60.580,59.548
glyph16:U+0079,glyph16,production,3530,5000,6403,6403,0.000000,4915,4929,0.002848,2436,2466,3229,3258,1,1,2429,2463,ClassCap,ClassCap,true,true,9073,8548,14.258,16.981
glyph16:U+007A,glyph16,production,255,5000,393,421,0.071247,3358,3168,-0.056581,459,461,14056,12781,4,4,2879,2652,ClassCap,ClassCap,true,true,41717,3716,103.722,94.782
glyph16:U+007B,glyph16,production,4598,5000,8205,8205,0.000000,4984,4979,-0.001003,2694,2729,2918,2951,1,1,2235,2250,ClassCap,ClassCap,true,true,9387,8088,15.169,17.522
glyph16:U+007C,glyph16,production,119,5000,133,156,0.172932,1044,970,-0.070881,112,112,15325,12851,7,7,924,839,Quiesced,Quiesced,false,false,4547,985,39.604,30.680
glyph16:U+007D,glyph16,production,4598,5000,8215,8215,0.000000,4983,4979,-0.000803,2688,2724,2918,2951,1,1,2240,2255,ClassCap,ClassCap,true,true,9497,8113,15.194,17.472
glyph16:U+007E,glyph16,production,5093,5000,9370,9160,-0.022412,4996,4995,-0.000200,2812,2828,2750,2885,1,1,2127,2167,ClassCap,ClassCap,true,true,9483,7929,15.485,17.959
glyph32:U+0020,glyph32,production,1,500,0,0,0.000000,1,1,0.000000,1,1,0,0,1,1,0,0,Quiesced,Quiesced,false,false,0,0,0.008,0.005
glyph32:U+0021,glyph32,production,1927,5000,3125,3114,-0.003520,4703,4789,0.018286,1352,1429,6357,6062,2,2,3316,3330,ClassCap,ClassCap,true,true,17797,6632,22.931,29.030
glyph32:U+0022,glyph32,production,199,5000,310,307,-0.009677,2888,2884,-0.001385,421,416,12044,10810,4,4,2453,2417,ClassCap,ClassCap,true,true,29672,3690,86.797,77.417
glyph32:U+0023,glyph32,production,615,5000,1014,1075,0.060158,4309,4259,-0.011604,826,805,9842,9551,3,3,3473,3378,ClassCap,ClassCap,true,true,39757,5356,79.890,76.002
glyph32:U+0024,glyph32,production,7185,5000,13131,13131,0.000000,5000,5000,0.000000,3246,3246,1886,1886,1,1,1754,1754,ClassCap,ClassCap,true,true,7846,7434,16.314,18.050
glyph32:U+0025,glyph32,production,7327,5000,12640,12641,0.000079,5000,5000,0.000000,3186,3187,1990,1993,1,1,1813,1813,ClassCap,ClassCap,true,true,9632,7614,16.232,18.512
glyph32:U+0026,glyph32,production,9420,5000,17979,17979,0.000000,5000,5000,0.000000,4308,4308,693,693,1,1,692,692,ClassCap,ClassCap,true,true,1184,8764,16.177,16.505
glyph32:U+0027,glyph32,production,127,5000,171,165,-0.035088,3566,3492,-0.020752,582,499,16399,14883,5,5,2974,2940,ClassCap,ClassCap,true,true,40987,4718,155.854,160.103
glyph32:U+0028,glyph32,production,1855,5000,3039,3038,-0.000329,4719,4785,0.013986,1379,1443,6310,6033,2,2,3305,3316,ClassCap,ClassCap,true,true,16567,6681,22.717,28.334
glyph32:U+0029,glyph32,production,1855,5000,3039,3038,-0.000329,4718,4785,0.014201,1378,1444,6310,6028,2,2,3305,3315,ClassCap,ClassCap,true,true,16624,6667,22.638,28.278
glyph32:U+002A,glyph32,production,559,5000,1143,1204,0.053368,4480,4476,-0.000893,1002,997,9666,9366,3,3,3474,3413,ClassCap,ClassCap,true,true,34782,6088,59.920,63.280
glyph32:U+002B,glyph32,production,247,5000,319,336,0.053292,2055,2088,0.016058,244,254,11436,15261,4,5,1803,1807,ClassCap,ClassCap,true,true,9360,2460,32.482,40.826
glyph32:U+002C,glyph32,production,1694,5000,2779,2779,0.000000,4678,4699,0.004489,1366,1398,6361,6274,2,2,3281,3275,ClassCap,ClassCap,true,true,15687,6616,22.215,27.517
glyph32:U+002D,glyph32,production,119,5000,133,146,0.097744,1034,961,-0.070600,116,116,15080,12661,7,7,910,827,Quiesced,Quiesced,false,false,4444,978,35.539,28.875
glyph32:U+002E,glyph32,production,1855,5000,2881,2871,-0.003471,4681,4698,0.003632,1354,1388,6411,6335,2,2,3292,3284,ClassCap,ClassCap,true,true,16902,6637,22.265,28.049
glyph32:U+002F,glyph32,production,127,5000,166,160,-0.036145,3444,3424,-0.005807,447,462,18357,16609,5,5,2972,2881,ClassCap,ClassCap,true,true,52784,3814,209.489,176.045
glyph32:U+0030,glyph32,production,5402,5000,9970,9989,0.001906,5000,5000,0.000000,2903,2929,2586,2686,1,1,2050,2071,ClassCap,ClassCap,true,true,9944,7844,15.640,18.061
glyph32:U+0031,glyph32,production,1452,5000,2520,2520,0.000000,4418,4472,0.012223,1323,1353,6800,6687,2,2,3070,3079,ClassCap,ClassCap,true,true,16769,6465,22.009,27.692
glyph32:U+0032,glyph32,production,3891,5000,6980,6960,-0.002865,4945,4946,0.000202,2533,2561,3078,3135,1,1,2357,2385,ClassCap,ClassCap,true,true,9352,8367,14.639,17.161
glyph32:U+0033,glyph32,production,6993,5000,12797,12797,0.000000,5000,5000,0.000000,3209,3209,1948,1948,1,1,1791,1791,ClassCap,ClassCap,true,true,8677,7424,16.087,18.035
glyph32:U+0034,glyph32,production,1637,5000,2751,2751,0.000000,4557,4584,0.005925,1337,1369,6666,6531,2,2,3191,3175,ClassCap,ClassCap,true,true,17645,6384,23.108,28.686
glyph32:U+0035,glyph32,production,4546,5000,8145,8145,0.000000,4981,4978,-0.000602,2683,2720,2926,2955,1,1,2243,2258,ClassCap,ClassCap,true,true,9284,8118,15.019,17.512
glyph32:U+0036,glyph32,production,8067,5000,15249,15249,0.000000,5000,5000,0.000000,3663,3663,1387,1387,1,1,1337,1337,ClassCap,ClassCap,true,true,2523,8168,16.048,16.548
glyph32:U+0037,glyph32,production,191,5000,288,319,0.107639,2791,2701,-0.032247,377,384,12363,11118,4,4,2394,2252,ClassCap,ClassCap,true,true,36458,3108,85.370,80.945
glyph32:U+0038,glyph32,production,9774,5000,18500,18500,0.000000,5000,5000,0.000000,4420,4420,581,581,1,1,580,580,ClassCap,ClassCap,true,true,1065,8814,16.321,16.722
glyph32:U+0039,glyph32,production,8267,5000,15698,15698,0.000000,5000,5000,0.000000,3774,3774,1260,1260,1,1,1226,1226,ClassCap,ClassCap,true,true,2371,8334,15.812,16.474
glyph32:U+003A,glyph32,production,3655,5000,6228,6228,0.000000,4854,4877,0.004738,2312,2329,3374,3423,1,1,2481,2548,ClassCap,ClassCap,true,true,9593,8788,13.971,16.698
glyph32:U+003B,glyph32,production,3494,5000,6080,6080,0.000000,4855,4880,0.005149,2307,2332,3371,3410,1,1,2490,2548,ClassCap,ClassCap,true,true,9293,8778,13.776,16.471
glyph32:U+003C,glyph32,production,295,5000,514,557,0.083658,2697,2525,-0.063775,420,397,7887,7300,3,3,2261,2090,ClassCap,ClassCap,true,true,11850,3199,30.832,29.175
glyph32:U+003D,glyph32,production,183,5000,231,252,0.090909,1514,1407,-0.070674,172,172,21429,18518,7,7,1334,1213,Quiesced,Quiesced,false,false,6636,1500,48.570,40.994
glyph32:U+003E,glyph32,production,295,5000,519,551,0.061657,2711,2538,-0.063814,421,398,7897,7302,3,3,2274,2101,ClassCap,ClassCap,true,true,12153,3215,32.494,30.068
glyph32:U+003F,glyph32,production,6716,5000,12176,12176,0.000000,5000,5000,0.000000,3176,3176,2009,2009,1,1,1824,1824,ClassCap,ClassCap,true,true,8770,7556,16.044,18.166
glyph32:U+0040,glyph32,production,12056,5000,23527,23527,0.000000,5226,5226,0.000000,5226,5226,0,0,0,0,0,0,ClassCap,ClassCap,true,true,0,9757,1.736,1.713
glyph32:U+0041,glyph32,production,1605,5000,2672,2672,0.000000,4509,4540,0.006875,1340,1380,6637,6489,2,2,3140,3124,ClassCap,ClassCap,true,true,17139,6539,22.513,28.195
glyph32:U+0042,glyph32,production,4470,5000,7970,7962,-0.001004,4975,4972,-0.000603,2650,2690,2973,3007,1,1,2267,2282,ClassCap,ClassCap,true,true,9461,8153,15.017,17.537
glyph32:U+0043,glyph32,production,5129,5000,9459,9292,-0.017655,4996,4995,-0.000200,2830,2848,2718,2852,1,1,2110,2147,ClassCap,ClassCap,true,true,9274,7891,15.522,17.904
glyph32:U+0044,glyph32,production,2606,5000,4506,4506,0.000000,4367,4364,-0.000687,1933,1953,3265,3205,1,1,2389,2411,ClassCap,ClassCap,true,true,8397,7660,11.818,14.548
glyph32:U+0045,glyph32,production,247,5000,335,374,0.116418,2779,2632,-0.052897,369,370,12807,11726,4,4,2396,2216,ClassCap,ClassCap,true,true,25803,3013,57.593,58.870
glyph32:U+0046,glyph32,production,215,5000,285,324,0.136842,2534,3613,0.425809,330,496,11996,18177,4,5,2190,3062,ClassCap,ClassCap,true,true,60414,4015,53.624,148.575
glyph32:U+0047,glyph32,production,4563,5000,8262,8262,0.000000,4983,4979,-0.000803,2695,2730,2915,2948,1,1,2234,2249,ClassCap,ClassCap,true,true,9271,8087,15.191,17.797
glyph32:U+0048,glyph32,production,247,5000,314,331,0.054140,2792,2651,-0.050501,368,370,12701,11604,4,4,2410,2235,ClassCap,ClassCap,true,true,26848,3065,63.405,62.874
glyph32:U+0049,glyph32,production,391,5000,626,659,0.052716,3418,3211,-0.060562,565,561,8929,8359,3,3,2843,2593,ClassCap,ClassCap,true,true,23792,4205,47.612,47.438
glyph32:U+004A,glyph32,production,2425,5000,4339,4012,-0.075363,4282,4889,0.141756,1868,1761,3220,5254,1,2,2373,3093,ClassCap,ClassCap,true,true,13883,7679,11.542,29.526
glyph32:U+004B,glyph32,production,617,5000,1047,1092,0.042980,4578,4596,0.003932,925,910,10063,9689,3,3,3637,3625,ClassCap,ClassCap,true,true,29568,5774,54.426,58.296
glyph32:U+004C,glyph32,production,151,5000,185,216,0.167568,3360,3303,-0.016964,421,418,17319,15743,5,5,2922,2815,ClassCap,ClassCap,true,true,56719,3656,139.503,144.242
glyph32:U+004D,glyph32,production,2345,5000,4133,4133,0.000000,4914,4892,-0.004477,1703,1706,5331,5509,2,2,3184,3135,ClassCap,ClassCap,true,true,22775,7277,26.639,33.599
glyph32:U+004E,glyph32,production,1399,5000,2457,2461,0.001628,4653,4694,0.008812,1325,1363,6421,6318,2,2,3299,3291,ClassCap,ClassCap,true,true,18053,6425,23.166,29.378
glyph32:U+004F,glyph32,production,5945,5000,10769,10773,0.000371,5000,5000,0.000000,3006,3012,2421,2445,1,1,1982,1988,ClassCap,ClassCap,true,true,9601,7819,15.779,18.080
glyph32:U+0050,glyph32,production,2409,5000,3990,3987,-0.000752,4880,4859,-0.004303,1714,1723,5418,5521,2,2,3117,3096,ClassCap,ClassCap,true,true,17982,7552,26.046,31.337
glyph32:U+0051,glyph32,production,6053,5000,10749,10751,0.000186,5000,5000,0.000000,3029,3031,2388,2398,1,1,1966,1969,ClassCap,ClassCap,true,true,9504,7768,15.832,18.198
glyph32:U+0052,glyph32,production,2710,5000,4725,4725,0.000000,4509,4484,-0.005544,2000,2027,3337,3276,1,1,2464,2457,ClassCap,ClassCap,true,true,8695,7941,12.164,14.851
glyph32:U+0053,glyph32,production,7616,5000,14066,14066,0.000000,5000,5000,0.000000,3414,3414,1682,1682,1,1,1586,1586,ClassCap,ClassCap,true,true,6205,7661,16.423,17.909
glyph32:U+0054,glyph32,production,183,5000,227,255,0.123348,3520,3513,-0.001989,467,458,18538,16957,5,5,3037,2999,ClassCap,ClassCap,true,true,59356,3953,155.307,149.374
glyph32:U+0055,glyph32,production,2899,5000,5170,5170,0.000000,4686,4656,-0.006402,2079,2108,3440,3377,1,1,2558,2548,ClassCap,ClassCap,true,true,8790,8287,12.723,15.318
glyph32:U+0056,glyph32,production,1573,5000,2647,2647,0.000000,4614,4644,0.006502,1319,1352,6581,6462,2,2,3262,3260,ClassCap,ClassCap,true,true,16822,6508,22.737,28.874
glyph32:U+0057,glyph32,production,7232,5000,13499,13499,0.000000,5000,5000,0.000000,3271,3271,1842,1842,1,1,1729,1729,ClassCap,ClassCap,true,true,6769,7497,15.999,17.447
glyph32:U+0058,glyph32,production,343,5000,652,689,0.056748,3607,3444,-0.045190,628,624,9017,8459,3,3,2969,2754,ClassCap,ClassCap,true,true,29399,4626,60.885,59.618
glyph32:U+0059,glyph32,production,263,5000,437,428,-0.020595,2684,3539,0.318554,412,504,7570,13363,3,4,2246,2950,ClassCap,ClassCap,true,true,53494,4108,37.421,122.198
glyph32:U+005A,glyph32,production,255,5000,393,421,0.071247,3357,3167,-0.056598,458,460,14056,12782,4,4,2879,2652,ClassCap,ClassCap,true,true,41717,3716,102.564,94.980
glyph32:U+005B,glyph32,production,183,5000,234,255,0.089744,1519,1412,-0.070441,175,175,21494,18583,7,7,1336,1215,Quiesced,Quiesced,false,false,6595,1506,49.387,41.575
glyph32:U+005C,glyph32,production,127,5000,166,160,-0.036145,3444,3424,-0.005807,447,462,18357,16609,5,5,2972,2881,ClassCap,ClassCap,true,true,52784,3814,208.055,177.365
glyph32:U+005D,glyph32,production,183,5000,244,265,0.086066,1517,1410,-0.070534,177,177,21364,18453,7,7,1332,1211,Quiesced,Quiesced,false,false,6609,1510,49.334,41.623
glyph32:U+005E,glyph32,production,199,5000,319,340,0.065831,2891,2943,0.017987,420,448,12176,11199,4,4,2457,2467,ClassCap,ClassCap,true,true,33005,3919,87.498,86.780
glyph32:U+005F,glyph32,production,119,5000,129,129,0.000000,2994,2949,-0.015030,321,341,23449,20903,6,6,2664,2554,ClassCap,ClassCap,true,true,53624,3313,308.767,268.404
glyph32:U+0060,glyph32,production,1722,5000,2827,2824,-0.001061,4689,4743,0.011516,1342,1378,6355,6161,2,2,3316,3337,ClassCap,ClassCap,true,true,14003,6493,22.269,27.304
glyph32:U+0061,glyph32,production,5743,5000,10612,10616,0.000377,5000,5000,0.000000,3007,3014,2411,2435,1,1,1981,1986,ClassCap,ClassCap,true,true,9386,7740,15.853,18.090
glyph32:U+0062,glyph32,production,5129,5000,9434,9258,-0.018656,4995,4994,-0.000200,2824,2842,2720,2865,1,1,2111,2152,ClassCap,ClassCap,true,true,9451,7904,15.490,18.210
glyph32:U+0063,glyph32,production,4671,5000,8419,8419,0.000000,4984,4980,-0.000803,2700,2738,2923,2953,1,1,2228,2242,ClassCap,ClassCap,true,true,9202,8102,15.182,17.574
glyph32:U+0064,glyph32,production,5864,5000,10763,10764,0.000093,5000,5000,0.000000,3022,3027,2388,2401,1,1,1971,1973,ClassCap,ClassCap,true,true,9353,7739,15.879,18.234
glyph32:U+0065,glyph32,production,4872,5000,8766,8766,0.000000,4989,4985,-0.000802,2751,2785,2865,2897,1,1,2185,2200,ClassCap,ClassCap,true,true,9254,8025,15.293,17.681
glyph32:U+0066,glyph32,production,2364,5000,3955,3954,-0.000253,4880,4858,-0.004508,1682,1685,5469,5622,2,2,3153,3127,ClassCap,ClassCap,true,true,18723,7457,26.224,31.581
glyph32:U+0067,glyph32,production,7009,5000,12799,12799,0.000000,5000,5000,0.000000,3208,3208,1951,1951,1,1,1792,1792,ClassCap,ClassCap,true,true,8745,7446,16.158,18.153
glyph32:U+0068,glyph32,production,2931,5000,5045,5045,0.000000,4717,4684,-0.006996,2082,2110,3472,3407,1,1,2586,2574,ClassCap,ClassCap,true,true,9117,8354,12.764,15.656
glyph32:U+0069,glyph32,production,2123,5000,3510,3509,-0.000285,4727,4762,0.007404,1455,1454,6347,6210,2,2,3231,3264,ClassCap,ClassCap,true,true,18612,6692,25.129,30.939
glyph32:U+006A,glyph32,production,4293,5000,7523,7523,0.000000,4971,4967,-0.000805,2597,2635,3014,3046,1,1,2317,2332,ClassCap,ClassCap,true,true,9317,8277,14.829,17.360
glyph32:U+006B,glyph32,production,1460,5000,2517,2517,0.000000,4460,4499,0.008744,1306,1345,6789,6639,2,2,3125,3115,ClassCap,ClassCap,true,true,15983,6426,21.875,27.849
glyph32:U+006C,glyph32,production,323,5000,522,565,0.082375,3007,2780,-0.075491,467,438,8304,7626,3,3,2517,2291,ClassCap,ClassCap,true,true,20018,3512,43.423,41.229
glyph32:U+006D,glyph32,production,5289,5000,9624,9684,0.006234,4998,4999,0.000200,2856,2884,2654,2772,1,1,2088,2115,ClassCap,ClassCap,true,true,9722,7821,15.714,18.076
glyph32:U+006E,glyph32,production,2264,5000,3759,3755,-0.001064,4826,4813,-0.002694,1631,1639,5722,5824,2,2,3150,3133,ClassCap,ClassCap,true,true,17849,7405,25.590,31.181
glyph32:U+006F,glyph32,production,5716,5000,10262,10275,0.001267,5000,5000,0.000000,2947,2964,2515,2592,1,1,2018,2036,ClassCap,ClassCap,true,true,9815,7834,15.799,18.394
glyph32:U+0070,glyph32,production,5406,5000,9922,9938,0.001613,4999,4999,0.000000,2901,2922,2589,2688,1,1,2053,2077,ClassCap,ClassCap,true,true,9469,7809,15.711,18.145
glyph32:U+0071,glyph32,production,5046,5000,9172,8962,-0.022896,4992,4991,-0.000200,2802,2822,2777,2880,1,1,2134,2169,ClassCap,ClassCap,true,true,9478,7937,15.315,18.115
glyph32:U+0072,glyph32,production,2456,5000,4180,4189,0.002153,4912,4886,-0.005293,1804,1805,5113,5312,2,2,3066,3031,ClassCap,ClassCap,true,true,18976,7731,26.488,33.118
glyph32:U+0073,glyph32,production,6929,5000,12680,12680,0.000000,5000,5000,0.000000,3201,3201,1968,1968,1,1,1799,1799,ClassCap,ClassCap,true,true,8789,7473,15.773,18.209
glyph32:U+0074,glyph32,production,2421,5000,4109,4097,-0.002920,4905,4887,-0.003670,1796,1804,5091,5259,2,2,3070,3038,ClassCap,ClassCap,true,true,14535,7766,25.785,30.062
glyph32:U+0075,glyph32,production,2493,5000,4153,4142,-0.002649,4898,4886,-0.002450,1809,1798,5123,5237,2,2,3047,3050,ClassCap,ClassCap,true,true,14014,7751,25.282,29.694
glyph32:U+0076,glyph32,production,1115,5000,1760,1764,0.002273,4236,4334,0.023135,1182,1223,6760,6530,2,2,3028,3074,ClassCap,ClassCap,true,true,14000,6539,19.138,24.699
glyph32:U+0077,glyph32,production,3663,5000,6602,6585,-0.002575,4937,4944,0.001418,2492,2521,3133,3176,1,1,2394,2422,ClassCap,ClassCap,true,true,9575,8437,14.637,16.776
glyph32:U+0078,glyph32,production,343,5000,639,676,0.057903,3590,3453,-0.038162,620,621,8967,8422,3,3,2960,2767,ClassCap,ClassCap,true,true,29220,4662,61.065,59.683
