kernel,family,class_cap,inserted_classes,classes_at_stop,live_classes,applications,stop,objective,dag_cost,tree_cost,extraction_objective,canonical_objective,canonical_dag_cost,tied_classes,seconds
glyph32_U0057,glyph32,20000,204,14607,175,60183,ClassCap,235076,592,246376,TreeCheaper,235076,592,79,4.228
glyph32_U0057,glyph32,5000,204,3864,194,10887,ClassCap,235280,796,247760,TreeCheaper,235280,796,63,0.133
glyph32_U0058,glyph32,10000,201,7262,203,28325,ClassCap,239352,838,255208,TreeCheaper,239352,838,91,0.692
glyph32_U0058,glyph32,20000,201,12578,184,61261,ClassCap,239152,638,254768,TreeCheaper,239152,638,81,4.074
glyph32_U0058,glyph32,5000,201,4050,205,10197,ClassCap,232164,842,259364,TreeCheaper,232164,842,77,0.105
glyph32_U0059,glyph32,10000,151,5345,131,23234,ClassCap,179495,501,198772,TreeCheaper,179495,501,49,0.348
glyph32_U0059,glyph32,20000,151,13296,121,76692,ClassCap,179399,405,198524,TreeCheaper,179399,405,50,8.224
glyph32_U0059,glyph32,5000,151,3253,140,9522,ClassCap,180024,534,199710,TreeCheaper,180024,534,52,0.074
glyph32_U005A,glyph32,10000,148,7609,113,36344,ClassCap,168613,345,197428,TreeCheaper,168613,345,45,1.045
glyph32_U005A,glyph32,20000,148,14905,110,72238,ClassCap,168605,337,197404,TreeCheaper,168605,337,43,7.194
glyph32_U005A,glyph32,5000,148,2922,126,9221,ClassCap,168688,420,197882,TreeCheaper,168688,420,44,0.070
glyph32_U005B,glyph32,10000,105,1527,65,16687,Quiesced,99556,170,137576,TreeCheaper,99556,170,22,0.099
glyph32_U005B,glyph32,20000,105,1527,65,16687,Quiesced,99556,170,137576,TreeCheaper,99556,170,22,0.100
glyph32_U005B,glyph32,5000,105,1527,65,16687,Quiesced,99556,170,137576,TreeCheaper,99556,170,22,0.099
glyph32_U005C,glyph32,10000,84,7873,64,37505,ClassCap,78804,188,90036,TreeCheaper,78932,192,25,0.687
glyph32_U005C,glyph32,20000,84,15356,64,72321,ClassCap,78804,188,90036,TreeCheaper,78932,192,25,2.656
glyph32_U005C,glyph32,5000,84,2957,69,11752,ClassCap,78842,226,90150,TreeCheaper,78970,230,25,0.087
glyph32_U005D,glyph32,10000,105,1558,66,16993,Quiesced,104676,175,147816,TreeCheaper,104676,175,23,0.115
glyph32_U005D,glyph32,20000,105,1558,66,16993,Quiesced,104676,175,147816,TreeCheaper,104676,175,23,0.114
glyph32_U005D,glyph32,5000,105,1558,66,16993,Quiesced,104676,175,147816,TreeCheaper,104676,175,23,0.115
glyph32_U005E,glyph32,10000,125,6394,110,21381,ClassCap,132404,406,145580,TreeCheaper,132500,409,43,0.228
glyph32_U005E,glyph32,20000,125,15022,106,50010,ClassCap,132344,346,145400,TreeCheaper,132440,349,47,1.114
glyph32_U005E,glyph32,5000,125,3207,120,8188,ClassCap,132444,446,145660,TreeCheaper,132284,441,36,0.044
glyph32_U005F,glyph32,10000,72,5176,45,33484,ClassCap,68346,115,80447,TreeCheaper,68346,115,16,0.844
glyph32_U005F,glyph32,20000,72,10053,45,86033,ClassCap,68346,115,80447,TreeCheaper,68346,115,16,5.208
glyph32_U005F,glyph32,5000,72,3085,45,17277,ClassCap,68346,115,80447,TreeCheaper,68346,115,16,0.223
glyph32_U0060,glyph32,10000,85,7890,68,29135,ClassCap,78812,196,90060,TreeCheaper,78940,200,27,0.394
glyph32_U0060,glyph32,20000,85,12205,68,38445,ClassCap,78812,196,90060,TreeCheaper,78940,200,27,0.957
glyph32_U0060,glyph32,5000,85,3671,73,12657,ClassCap,78852,236,90160,TreeCheaper,78980,240,29,0.066
glyph32_U0061,glyph32,10000,2500,9912,2415,6862,ClassCap,1811317,10806,5823939,Shared,1822800,11160,683,0.031
glyph32_U0061,glyph32,20000,2500,19635,2056,23144,ClassCap,1781836,8977,3377630,Shared,1775276,8927,643,0.727
glyph32_U0061,glyph32,5000,2500,5000,2389,2274,ClassCap,2002427,10677,5467545,Shared,2002555,10681,1369,0.018
glyph32_U0062,glyph32,10000,1822,9753,1557,7796,ClassCap,1291780,7078,2566097,Shared,1298379,7260,400,0.027
glyph32_U0062,glyph32,20000,1822,18892,1502,26145,ClassCap,1286295,6584,2394528,Shared,1278807,6505,586,0.501
glyph32_U0062,glyph32,5000,1822,4992,1754,3026,ClassCap,1370432,7858,3735229,Shared,1374496,7985,811,0.017
glyph32_U0063,glyph32,10000,1817,9762,1553,7772,ClassCap,1263390,7084,2564012,Shared,1270132,7285,397,0.028
glyph32_U0063,glyph32,20000,1817,18864,1507,26104,ClassCap,1257908,6593,2378426,Shared,1249428,6483,584,0.401
glyph32_U0063,glyph32,5000,1817,4994,1753,3016,ClassCap,1347105,7874,3714173,Shared,1351361,8007,813,0.017
glyph32_U0064,glyph32,10000,1819,9753,1554,7807,ClassCap,1301764,7080,2570961,Shared,1308378,7277,397,0.027
glyph32_U0064,glyph32,20000,1819,18874,1498,26223,ClassCap,1291661,6587,2398294,Shared,1283405,6484,592,0.488
glyph32_U0064,glyph32,5000,1819,4989,1747,3029,ClassCap,1362941,7838,3713773,Shared,1367325,7975,815,0.018
glyph32_U0065,glyph32,10000,1865,9757,1615,7714,ClassCap,1332843,7283,2648606,Shared,1339563,7493,420,0.028
glyph32_U0065,glyph32,20000,1865,18830,1553,26118,ClassCap,1326277,6731,2445422,Shared,1318629,6647,594,0.435
glyph32_U0065,glyph32,5000,1865,4993,1801,2965,ClassCap,1401810,8019,3732900,Shared,1405266,8127,857,0.018
glyph32_U0066,glyph32,10000,576,8800,455,14204,ClassCap,448346,1884,887101,Shared,444250,1911,148,0.120
glyph32_U0066,glyph32,20000,576,17965,432,40334,ClassCap,393793,1767,958672,Shared,393665,1763,162,0.723
glyph32_U0066,glyph32,5000,576,4781,452,6766,ClassCap,476463,1853,828490,Shared,471023,1838,162,0.084
glyph32_U0067,glyph32,10000,2694,9935,2629,6733,ClassCap,1939948,11810,6453189,Shared,1953255,12221,743,0.034
glyph32_U0067,glyph32,20000,2694,19546,2212,22553,ClassCap,1928556,9718,3625214,Shared,1921836,9663,653,0.498
glyph32_U0067,glyph32,5000,2694,5000,2569,2275,ClassCap,2168768,11540,6118368,Shared,2168768,11540,1473,0.019
glyph32_U0068,glyph32,10000,987,9450,810,13396,ClassCap,746511,3441,1329790,Shared,740591,3411,313,0.180
glyph32_U0068,glyph32,20000,987,17970,795,26861,ClassCap,708086,3456,1565535,Shared,704278,3492,269,0.233
glyph32_U0068,glyph32,5000,987,4881,868,3873,ClassCap,753607,3841,1593841,Shared,756839,3942,238,0.014
glyph32_U0069,glyph32,10000,141,7438,84,33099,ClassCap,154958,237,225798,TreeCheaper,154958,237,33,0.787
glyph32_U0069,glyph32,20000,141,15026,84,66171,ClassCap,154958,237,225798,TreeCheaper,154958,237,33,4.532
glyph32_U0069,glyph32,5000,141,3725,87,16090,ClassCap,154963,242,225833,TreeCheaper,154963,242,34,0.176
glyph32_U006A,glyph32,10000,568,8784,463,13812,ClassCap,443176,1922,882634,Shared,438312,1925,148,0.064
glyph32_U006A,glyph32,20000,568,17936,444,38413,ClassCap,391553,1790,955740,Shared,391553,1790,167,0.728
glyph32_U006A,glyph32,5000,568,4718,455,6745,ClassCap,470611,1860,802032,Shared,465171,1845,168,0.046
glyph32_U006B,glyph32,10000,194,6313,163,26316,ClassCap,212377,616,248182,TreeCheaper,212377,616,60,0.477
glyph32_U006B,glyph32,20000,194,12726,157,55954,ClassCap,212277,516,247932,TreeCheaper,212277,516,65,3.582
glyph32_U006B,glyph32,5000,194,3764,174,10682,ClassCap,213034,653,249363,TreeCheaper,213034,653,61,0.094
glyph32_U006C,glyph32,10000,538,8892,438,13771,ClassCap,409028,1843,841652,Shared,404548,1858,146,0.080
glyph32_U006C,glyph32,20000,538,18272,421,39043,ClassCap,369057,1738,877537,Shared,368929,1734,157,0.536
glyph32_U006C,glyph32,5000,538,4789,434,6691,ClassCap,437199,1804,725048,Shared,432047,1798,167,0.061
glyph32_U006D,glyph32,10000,1769,9769,1521,7822,ClassCap,1389256,6873,2724033,Shared,1394713,7029,376,0.028
glyph32_U006D,glyph32,20000,1769,19157,1466,25091,ClassCap,1385045,6382,2526378,Shared,1379573,6366,576,0.523
glyph32_U006D,glyph32,5000,1769,4992,1711,3053,ClassCap,1457150,7621,3897051,Shared,1462750,7796,776,0.017
glyph32_U006E,glyph32,10000,988,9447,808,13401,ClassCap,746351,3436,1329630,Shared,740431,3406,312,0.180
glyph32_U006E,glyph32,20000,988,17964,793,26858,ClassCap,707926,3451,1565375,Shared,704118,3487,268,0.237
glyph32_U006E,glyph32,5000,988,4882,869,3872,ClassCap,753607,3841,1593841,Shared,756839,3942,238,0.014
glyph32_U006F,glyph32,10000,1647,9763,1421,8095,ClassCap,1210180,6543,2459638,Shared,1213739,6630,333,0.027
glyph32_U006F,glyph32,20000,1647,19026,1373,25459,ClassCap,1210020,6135,2274148,Shared,1200484,5992,557,0.527
glyph32_U006F,glyph32,5000,1647,4994,1610,3231,ClassCap,1253171,7281,3635754,Shared,1257075,7403,673,0.017
glyph32_U0070,glyph32,10000,1820,9757,1549,7802,ClassCap,1296644,7075,2566151,Shared,1302901,7256,396,0.028
glyph32_U0070,glyph32,20000,1820,18829,1495,26301,ClassCap,1286231,6582,2392864,Shared,1278135,6484,587,0.489
glyph32_U0070,glyph32,5000,1820,4989,1742,3035,ClassCap,1357821,7833,3708653,Shared,1362205,7970,814,0.017
glyph32_U0071,glyph32,10000,1821,9757,1552,7789,ClassCap,1296900,7083,2571217,Shared,1303504,7270,401,0.028
glyph32_U0071,glyph32,20000,1821,18824,1496,26295,ClassCap,1291543,6593,2398400,Shared,1283735,6504,587,0.494
glyph32_U0071,glyph32,5000,1821,4992,1746,3030,ClassCap,1375415,7850,3737899,Shared,1379479,7977,815,0.018
glyph32_U0072,glyph32,10000,990,9505,814,13154,ClassCap,717900,3443,1312440,Shared,711596,3401,310,0.147
glyph32_U0072,glyph32,20000,990,17944,792,26557,ClassCap,684868,3426,1533596,Shared,680804,3454,264,0.197
glyph32_U0072,glyph32,5000,990,4883,875,3860,ClassCap,724486,3860,1590205,Shared,727558,3956,236,0.014
glyph32_U0073,glyph32,10000,2629,9931,2587,6674,ClassCap,1884319,11547,6098651,Shared,1894554,11862,723,0.032
glyph32_U0073,glyph32,20000,2629,19727,2190,22198,ClassCap,1878058,9533,3489366,Shared,1871018,9468,680,0.611
glyph32_U0073,glyph32,5000,2629,5000,2526,2234,ClassCap,2083536,11279,5875783,Shared,2083536,11279,1434,0.018
glyph32_U0074,glyph32,10000,572,8777,454,14085,ClassCap,448292,1892,935597,Shared,443812,1907,159,0.089
glyph32_U0074,glyph32,20000,572,17596,435,40860,ClassCap,394145,1778,958577,Shared,394017,1774,165,0.532
glyph32_U0074,glyph32,5000,572,4784,451,6723,ClassCap,476463,1853,821930,Shared,471023,1838,168,0.072
glyph32_U0075,glyph32,10000,990,9410,820,13292,ClassCap,752499,3477,1345782,Shared,746099,3432,316,0.094
glyph32_U0075,glyph32,20000,990,17871,812,26468,ClassCap,714778,3514,1573567,Shared,709914,3517,277,0.138
glyph32_U0075,glyph32,5000,990,4877,874,3868,ClassCap,758864,3859,1598497,Shared,761936,3955,238,0.015
glyph32_U0076,glyph32,10000,121,6721,103,34668,ClassCap,132056,337,144664,TreeCheaper,132056,337,43,0.881
glyph32_U0076,glyph32,20000,121,12250,98,69825,ClassCap,132040,321,144616,TreeCheaper,132040,321,39,5.097
glyph32_U0076,glyph32,5000,121,2821,114,8160,ClassCap,132156,437,145436,TreeCheaper,132156,437,35,0.059
glyph32_U0077,glyph32,10000,201,6195,181,26280,ClassCap,235080,751,246656,TreeCheaper,235080,751,74,0.576
glyph32_U0077,glyph32,20000,201,11140,170,54993,ClassCap,234912,583,246376,TreeCheaper,234912,583,78,3.651
glyph32_U0077,glyph32,5000,201,3688,193,10514,ClassCap,235120,791,247760,TreeCheaper,235120,791,63,0.106
glyph32_U0078,glyph32,10000,201,7311,202,28471,ClassCap,239352,838,255208,TreeCheaper,239352,838,91,0.718
glyph32_U0078,glyph32,20000,201,12694,178,61786,ClassCap,234002,603,254768,TreeCheaper,234002,603,78,4.238
glyph32_U0078,glyph32,5000,201,4081,200,10180,ClassCap,228058,828,260378,TreeCheaper,228058,828,75,0.120
glyph32_U0079,glyph32,10000,814,9370,671,12769,ClassCap,618710,2895,962850,TreeCheaper,611286,2818,265,0.051
glyph32_U0079,glyph32,20000,814,16560,679,24036,ClassCap,525334,2953,1414254,Shared,525334,2953,215,0.079
glyph32_U0079,glyph32,5000,814,4808,708,3917,ClassCap,615024,3146,1092247,TreeCheaper,615386,3167,153,0.013
glyph32_U007A,glyph32,10000,147,7587,108,35641,ClassCap,158368,330,197428,TreeCheaper,158368,330,42,1.043
glyph32_U007A,glyph32,20000,147,14811,105,71008,ClassCap,158360,322,197404,TreeCheaper,158360,322,40,6.978
glyph32_U007A,glyph32,5000,147,2847,120,9092,ClassCap,158439,401,197882,TreeCheaper,158439,401,40,0.071
glyph32_U007B,glyph32,10000,1885,9732,1607,7718,ClassCap,1385254,7180,2683915,Shared,1390684,7340,414,0.028
glyph32_U007B,glyph32,20000,1885,18852,1555,26101,ClassCap,1369907,6713,2506094,Shared,1361011,6590,611,0.409
glyph32_U007B,glyph32,5000,1885,4994,1809,2970,ClassCap,1494988,7980,3760470,Shared,1498796,8099,870,0.018
glyph32_U007C,glyph32,10000,70,7269,46,24237,ClassCap,76447,125,96873,TreeCheaper,76447,125,19,0.492
glyph32_U007C,glyph32,20000,70,15492,46,55934,ClassCap,76447,125,96873,TreeCheaper,76447,125,19,1.959
glyph32_U007C,glyph32,5000,70,4327,46,15936,ClassCap,76447,125,96873,TreeCheaper,76447,125,19,0.270
glyph32_U007D,glyph32,10000,1877,9739,1601,7717,ClassCap,1390374,7185,2688725,Shared,1395922,7339,413,0.029
glyph32_U007D,glyph32,20000,1877,18729,1546,26335,ClassCap,1374931,6715,2507310,Shared,1366195,6597,611,0.461
glyph32_U007D,glyph32,5000,1877,4994,1803,2983,ClassCap,1495309,7991,3806195,Shared,1498765,8099,848,0.018
glyph32_U007E,glyph32,10000,1842,9753,1582,7827,ClassCap,1281063,7180,2635464,Shared,1287810,7386,399,0.027
glyph32_U007E,glyph32,20000,1842,19130,1527,25522,ClassCap,1272625,6647,2426388,Shared,1264529,6549,585,0.284
glyph32_U007E,glyph32,5000,1842,4983,1780,3017,ClassCap,1355928,7955,3766730,Shared,1360056,8084,842,0.017
psychedelic_packed,psychedelic,10000,112,7141,110,11318,ClassCap,742650305,822,4903635355,Shared,742650305,822,29,0.025
psychedelic_packed,psychedelic,100000,112,92102,110,170242,ClassCap,742650308,825,4903635342,Shared,742650308,825,32,0.404
psychedelic_packed,psychedelic,20000,112,17907,110,34631,ClassCap,742650308,825,4903635342,Shared,742650308,825,31,0.076
psychedelic_packed,psychedelic,5000,112,4670,111,7328,ClassCap,742644909,821,4903648303,Shared,742644909,821,31,0.019
psychedelic_packed,psychedelic,50000,112,47130,110,103075,ClassCap,742650308,825,4903635342,Shared,742650308,825,32,0.260
shader_cosine_palette,shader,10000,34,8852,37,13676,ClassCap,15010860,540,39540268,Shared,15010860,540,14,0.030
shader_cosine_palette,shader,100000,34,92378,33,170829,ClassCap,14158886,521,31343910,Shared,14158886,521,9,0.981
shader_cosine_palette,shader,20000,34,18258,37,33030,ClassCap,14945324,539,39474732,Shared,14945324,539,15,0.099
shader_cosine_palette,shader,5000,34,4611,25,7099,ClassCap,18418432,292,23016192,TreeCheaper,18418432,292,7,0.019
shader_cosine_palette,shader,50000,34,43848,33,70818,ClassCap,14158886,521,31343910,Shared,14158886,521,9,0.211
shader_domain_warp_fbm,shader,10000,67,8634,58,12210,ClassCap,26419976,446,252053520,Shared,26615556,441,16,0.027
shader_domain_warp_fbm,shader,100000,67,96399,56,148026,ClassCap,26418688,433,252068864,Shared,26024192,422,23,0.567
shader_domain_warp_fbm,shader,20000,67,18774,58,28923,ClassCap,26419968,438,252053504,Shared,26286592,427,20,0.087
shader_domain_warp_fbm,shader,5000,67,4591,58,6948,ClassCap,26813184,444,327324672,Shared,26748672,447,18,0.020
shader_domain_warp_fbm,shader,50000,67,44384,58,63413,ClassCap,26418692,437,252068912,Shared,26024196,426,21,0.154
shader_gyroid_slice,shader,10000,38,775,33,4675,Quiesced,21444647,932,22957868,TreeCheaper,21444647,932,12,0.014
shader_gyroid_slice,shader,100000,38,775,33,4675,Quiesced,21444647,932,22957868,TreeCheaper,21444647,932,12,0.013
shader_gyroid_slice,shader,20000,38,775,33,4675,Quiesced,21444647,932,22957868,TreeCheaper,21444647,932,12,0.014
shader_gyroid_slice,shader,5000,38,775,33,4675,Quiesced,21444647,932,22957868,TreeCheaper,21444647,932,12,0.014
shader_gyroid_slice,shader,50000,38,775,33,4675,Quiesced,21444647,932,22957868,TreeCheaper,21444647,932,12,0.013
shader_julia_set,shader,10000,110,8475,106,20357,ClassCap,39788800,640,421772985856,Shared,39787520,635,35,0.041
shader_julia_set,shader,100000,110,77831,107,184207,ClassCap,40051968,648,367820210176,TreeCheaper,41884672,667,55,22.196
shader_julia_set,shader,20000,110,17032,102,41823,ClassCap,38740480,625,367820210176,TreeCheaper,39787520,635,41,0.323
shader_julia_set,shader,5000,110,4535,106,14158,ClassCap,39788800,640,421772985856,Shared,39787520,635,35,0.033
shader_julia_set,shader,50000,110,34749,102,68429,ClassCap,38740480,625,367820210176,TreeCheaper,39787520,635,41,0.813
shader_kaleidoscope_fold,shader,10000,43,131,39,319,Quiesced,34605840,555,107906368,TreeCheaper,34933520,560,11,0.002
shader_kaleidoscope_fold,shader,100000,43,131,39,319,Quiesced,34605840,555,107906368,TreeCheaper,34933520,560,11,0.001
shader_kaleidoscope_fold,shader,20000,43,131,39,319,Quiesced,34605840,555,107906368,TreeCheaper,34933520,560,11,0.001
shader_kaleidoscope_fold,shader,5000,43,131,39,319,Quiesced,34605840,555,107906368,TreeCheaper,34933520,560,11,0.001
shader_kaleidoscope_fold,shader,50000,43,131,39,319,Quiesced,34605840,555,107906368,TreeCheaper,34933520,560,11,0.001
shader_mandelbrot_distance,shader,10000,128,5735,96,33555,ClassCap,32445952,517,32339909632,Shared,32445952,517,44,2.690
shader_mandelbrot_distance,shader,100000,128,6287,96,96495,Quiesced,32445952,517,32339909632,Shared,32445952,517,44,4.975
shader_mandelbrot_distance,shader,20000,128,6287,96,96495,Quiesced,32445952,517,32339909632,Shared,32445952,517,44,9.624
shader_mandelbrot_distance,shader,5000,128,3675,96,15340,ClassCap,32445952,517,32339909632,Shared,32445952,517,44,0.123
shader_mandelbrot_distance,shader,50000,128,6287,96,96495,Quiesced,32445952,517,32339909632,Shared,32445952,517,44,4.909
shader_metaballs,shader,10000,52,8034,45,35591,ClassCap,6954240,135,17139200,TreeCheaper,6954240,135,22,0.389
shader_metaballs,shader,100000,52,82413,45,272259,ClassCap,6954240,135,17139200,TreeCheaper,6954240,135,22,101.716
shader_metaballs,shader,20000,52,13429,45,46375,ClassCap,6954240,135,17139200,TreeCheaper,6954240,135,22,0.693
shader_metaballs,shader,5000,52,2584,45,10074,ClassCap,6954240,135,17139200,TreeCheaper,6954240,135,22,0.056
shader_metaballs,shader,50000,52,33876,45,115282,ClassCap,6954240,135,17139200,TreeCheaper,6954240,135,22,13.507
shader_plasma,shader,10000,35,6909,29,15454,ClassCap,17260544,359,18444800,TreeCheaper,17260544,359,9,0.032
shader_plasma,shader,100000,35,52533,29,292631,ClassCap,17260544,359,18444800,TreeCheaper,17260544,359,9,0.544
shader_plasma,shader,20000,35,12661,29,35023,ClassCap,17260544,359,18444800,TreeCheaper,17260544,359,9,0.082
shader_plasma,shader,5000,35,3439,29,5981,ClassCap,17260544,359,18444800,TreeCheaper,17260544,359,9,0.013
shader_plasma,shader,50000,35,29370,29,118426,ClassCap,17260544,359,18444800,TreeCheaper,17260544,359,9,0.221
shader_smooth_min_scene,shader,10000,40,4077,37,69343,ClassCap,6099989,134,20282901,TreeCheaper,6099989,134,19,0.162
shader_smooth_min_scene,shader,100000,40,29704,37,1515517,ClassCap,6099989,134,20282901,TreeCheaper,6099989,134,19,19.340
shader_smooth_min_scene,shader,20000,40,6973,37,166339,ClassCap,6099989,134,20282901,TreeCheaper,6099989,134,19,0.471
shader_smooth_min_scene,shader,5000,40,2609,37,30052,ClassCap,6099989,134,20282901,TreeCheaper,6099989,134,19,0.061
shader_smooth_min_scene,shader,50000,40,15437,37,561412,ClassCap,6099989,134,20282901,TreeCheaper,6099989,134,19,2.219
shader_smoothstep_vignette,shader,10000,50,283,49,1074,Quiesced,7867199,194,29399629,TreeCheaper,7867183,178,17,0.003
shader_smoothstep_vignette,shader,100000,50,283,49,1074,Quiesced,7867199,194,29399629,TreeCheaper,7867183,178,17,0.003
shader_smoothstep_vignette,shader,20000,50,283,49,1074,Quiesced,7867199,194,29399629,TreeCheaper,7867183,178,17,0.003
shader_smoothstep_vignette,shader,5000,50,283,49,1074,Quiesced,7867199,194,29399629,TreeCheaper,7867183,178,17,0.004
shader_smoothstep_vignette,shader,50000,50,283,49,1074,Quiesced,7867199,194,29399629,TreeCheaper,7867183,178,17,0.003
shader_star_sdf,shader,10000,58,7826,58,17555,ClassCap,10554112,172,115184128,TreeCheaper,10554112,172,21,0.041
shader_star_sdf,shader,100000,58,69418,58,177332,ClassCap,10554112,172,115184128,TreeCheaper,10554112,172,21,0.367
shader_star_sdf,shader,20000,58,13888,58,26909,ClassCap,10554112,172,115184128,TreeCheaper,10554112,172,21,0.052
shader_star_sdf,shader,5000,58,3878,58,7717,ClassCap,10554112,172,115184128,TreeCheaper,10554112,172,21,0.017
shader_star_sdf,shader,50000,58,36782,58,75810,ClassCap,10554112,172,115184128,TreeCheaper,10554112,172,21,0.152
shader_torus_slice,shader,10000,34,3005,32,28932,Quiesced,6884110,130,12788252,TreeCheaper,6884110,130,12,0.117
shader_torus_slice,shader,100000,34,3005,32,28932,Quiesced,6884110,130,12788252,TreeCheaper,6884110,130,12,0.116
shader_torus_slice,shader,20000,34,3005,32,28932,Quiesced,6884110,130,12788252,TreeCheaper,6884110,130,12,0.118
shader_torus_slice,shader,5000,34,2750,32,15310,ClassCap,6884110,130,12788252,TreeCheaper,6884110,130,12,0.031
shader_torus_slice,shader,50000,34,3005,32,28932,Quiesced,6884110,130,12788252,TreeCheaper,6884110,130,12,0.117
