name,category,node_count,cap,stop,hit_cap,allocated,live,nodes,memo,ratio,extracted_cost
glyph32:U+0046,glyph,215,5000,38394,7.6788,2534,330,ClassCap,285,ClassCap,27851,2959,27851,28628,285,0.0000,true
glyph32:U+0047,glyph,4563,5000,9245,1.8490,4983,2695,ClassCap,8262,ClassCap,9075,3295,9075,9417,7642,0.0750,true
glyph32:U+0048,glyph,247,5000,37935,7.5870,2792,368,ClassCap,314,ClassCap,22781,2259,22781,23446,306,0.0255,true
glyph32:U+0049,glyph,391,5000,30248,6.0496,3418,565,ClassCap,626,ClassCap,20209,2451,20209,20774,506,0.1917,true
glyph32:U+004A,glyph,2425,5000,11461,2.2923,4282,1868,ClassCap,4339,ClassCap,9766,2696,9766,10060,3926,0.0952,true
glyph32:U+004B,glyph,617,5000,24746,4.9492,4578,925,ClassCap,1047,ClassCap,19274,3247,19274,20086,1106,-0.0564,true
glyph32:U+004C,glyph,151,5000,39905,7.9810,3360,421,ClassCap,185,ClassCap,27125,2882,27125,27901,185,0.0000,true
glyph32:U+004D,glyph,2345,5000,14427,2.8855,4914,1703,ClassCap,4133,ClassCap,11309,3174,11309,11739,3977,0.0377,true
glyph32:U+004E,glyph,1399,5000,17558,3.5117,4653,1325,ClassCap,2457,ClassCap,15189,2938,15189,15795,2390,0.0273,true
glyph32:U+004F,glyph,5945,5000,8317,1.6633,5000,3006,ClassCap,10769,ClassCap,8129,3936,8129,8207,10539,0.0214,true
glyph32:U+0050,glyph,2409,5000,14236,2.8471,4880,1714,ClassCap,3990,ClassCap,9889,2849,9889,10169,3801,0.0474,true
glyph32:U+0051,glyph,6053,5000,8254,1.6507,5000,3029,ClassCap,10749,ClassCap,8087,3953,8087,8145,10532,0.0202,true
glyph32:U+0052,glyph,2710,5000,11273,2.2545,4509,2000,ClassCap,4725,ClassCap,9893,2817,9893,10183,4443,0.0597,true
glyph32:U+0053,glyph,7616,5000,7323,1.4646,5000,3414,ClassCap,14066,ClassCap,7314,4163,7314,7412,13957,0.0077,true
glyph32:U+0054,glyph,183,5000,37687,7.5375,3520,467,ClassCap,227,ClassCap,27586,2884,27586,28364,227,0.0000,true
glyph32:U+0055,glyph,2899,5000,11270,2.2540,4686,2079,ClassCap,5170,ClassCap,9916,2814,9916,10167,4701,0.0907,true
glyph32:U+0056,glyph,1573,5000,17491,3.4981,4614,1319,ClassCap,2647,ClassCap,13607,2605,13607,14148,2552,0.0359,true
glyph32:U+0057,glyph,7232,5000,7643,1.5286,5000,3271,ClassCap,13499,ClassCap,7623,4205,7623,7734,13231,0.0199,true
glyph32:U+0058,glyph,343,5000,28718,5.7436,3607,628,ClassCap,652,ClassCap,17387,2113,17387,18006,452,0.3067,true
glyph32:U+0059,glyph,263,5000,32573,6.5146,2684,412,ClassCap,437,ClassCap,20150,2234,20150,20782,317,0.2746,true
glyph32:U+005A,glyph,255,5000,36648,7.3297,3357,458,ClassCap,393,ClassCap,22783,2497,22783,23474,345,0.1221,true
glyph32:U+005C,glyph,127,5000,38523,7.7047,3444,447,ClassCap,166,ClassCap,22170,2385,22169,22816,134,0.1928,true
glyph32:U+005E,glyph,199,5000,34417,6.8833,2891,420,ClassCap,319,ClassCap,23932,2737,23932,24407,223,0.3009,true
glyph32:U+005F,glyph,119,5000,46636,9.3271,2994,321,ClassCap,129,ClassCap,19539,1297,19539,20281,129,0.0000,true
glyph32:U+0060,glyph,1722,5000,17470,3.4940,4689,1342,ClassCap,2827,ClassCap,13714,2547,13714,14238,2725,0.0361,true
glyph32:U+0061,glyph,5743,5000,8314,1.6628,5000,3007,ClassCap,10612,ClassCap,8122,3938,8122,8181,10414,0.0187,true
glyph32:U+0062,glyph,5129,5000,8844,1.7688,4995,2824,ClassCap,9434,ClassCap,8182,3674,8182,8231,9228,0.0218,true
glyph32:U+0063,glyph,4671,5000,9230,1.8459,4984,2700,ClassCap,8419,ClassCap,7867,3481,7867,7910,8409,0.0012,true
glyph32:U+0064,glyph,5864,5000,8273,1.6545,5000,3022,ClassCap,10763,ClassCap,8102,3961,8102,8166,10560,0.0189,true
glyph32:U+0065,glyph,4872,5000,9068,1.8135,4989,2751,ClassCap,8766,ClassCap,8032,3580,8032,8077,8756,0.0011,true
glyph32:U+0066,glyph,2364,5000,14507,2.9013,4880,1682,ClassCap,3955,ClassCap,10054,2821,10054,10345,3754,0.0508,true
glyph32:U+0067,glyph,7009,5000,7793,1.5586,5000,3208,ClassCap,12799,ClassCap,7747,4164,7747,7817,12607,0.0150,true
glyph32:U+0068,glyph,2931,5000,11328,2.2656,4717,2082,ClassCap,5045,ClassCap,10045,2832,10045,10341,4751,0.0583,true
glyph32:U+0069,glyph,2123,5000,16244,3.2488,4727,1455,ClassCap,3510,ClassCap,14176,2948,14176,14744,3308,0.0575,true
glyph32:U+006A,glyph,4293,5000,9571,1.9141,4971,2597,ClassCap,7523,ClassCap,9193,3060,9193,9562,7021,0.0667,true
glyph32:U+006B,glyph,1460,5000,17075,3.4150,4460,1306,ClassCap,2517,ClassCap,12555,2448,12555,13072,2409,0.0429,true
glyph32:U+006C,glyph,323,5000,32195,6.4390,3007,467,ClassCap,522,ClassCap,20312,2233,20312,21028,431,0.1743,true
glyph32:U+006D,glyph,5289,5000,8750,1.7500,4998,2856,ClassCap,9624,ClassCap,8512,3778,8512,8576,9128,0.0515,true
glyph32:U+006E,glyph,2264,5000,14795,2.9589,4826,1631,ClassCap,3759,ClassCap,13436,3054,13436,13897,3592,0.0444,true
glyph32:U+006F,glyph,5716,5000,8483,1.6966,5000,2947,ClassCap,10262,ClassCap,8224,3814,8224,8278,10042,0.0214,true
glyph32:U+0070,glyph,5406,5000,8616,1.7232,4999,2901,ClassCap,9922,ClassCap,8372,3791,8372,8429,9722,0.0202,true
glyph32:U+0071,glyph,5046,5000,8908,1.7816,4992,2802,ClassCap,9172,ClassCap,8177,3632,8177,8226,8958,0.0233,true
glyph32:U+0072,glyph,2456,5000,13614,2.7228,4912,1804,ClassCap,4180,ClassCap,10363,2931,10363,10695,3977,0.0486,true
glyph32:U+0073,glyph,6929,5000,7810,1.5620,5000,3201,ClassCap,12680,ClassCap,7762,4147,7762,7843,12487,0.0152,true
glyph32:U+0074,glyph,2421,5000,13655,2.7311,4905,1796,ClassCap,4109,ClassCap,10576,2976,10576,10849,3912,0.0479,true
glyph32:U+0075,glyph,2493,5000,13538,2.7076,4898,1809,ClassCap,4153,ClassCap,10078,2893,10078,10354,3955,0.0477,true
glyph32:U+0076,glyph,1115,5000,17919,3.5838,4236,1182,ClassCap,1760,ClassCap,15702,2831,15702,16443,1989,-0.1301,true
glyph32:U+0077,glyph,3663,5000,9906,1.9811,4937,2492,ClassCap,6602,ClassCap,9439,2802,9439,9850,6225,0.0571,true
glyph32:U+0078,glyph,343,5000,28952,5.7903,3590,620,ClassCap,639,ClassCap,17695,2138,17695,18327,431,0.3255,true
glyph32:U+0079,glyph,3530,5000,10088,2.0177,4915,2436,ClassCap,6403,ClassCap,9658,2831,9658,10003,5928,0.0742,true
glyph32:U+007A,glyph,255,5000,36580,7.3159,3358,459,ClassCap,393,ClassCap,22734,2487,22734,23425,345,0.1221,true
glyph32:U+007B,glyph,4598,5000,9250,1.8500,4984,2694,ClassCap,8205,ClassCap,9087,3279,9087,9457,7663,0.0661,true
glyph32:U+007D,glyph,4598,5000,9269,1.8538,4983,2688,ClassCap,8215,ClassCap,9089,3251,9089,9485,7663,0.0672,true
glyph32:U+007E,glyph,5093,5000,8883,1.7767,4996,2812,ClassCap,9370,ClassCap,8274,3678,8274,8326,9150,0.0235,true
psychedelic,psychedelic,102,5000,25618,5.1237,4847,946,ClassCap,766,ClassCap,23798,3454,23798,24660,816,-0.0653,true
shader:cosine_palette,shader,40,2000,18639,3.7278,1767,474,ClassCap,296,ClassCap,17011,2720,17011,18099,292,0.0135,true
shader:domain_warp_fbm,shader,84,5000,18382,3.6763,4577,1245,ClassCap,444,ClassCap,17591,4307,17591,17978,422,0.0495,true
shader:julia_set,shader,122,5000,27674,5.5348,4533,819,ClassCap,716,ClassCap,22546,3708,22546,23330,631,0.1187,true
shader:mandelbrot_distance,shader,152,5000,44313,8.8627,3678,415,ClassCap,576,Quiesced,6260,237,6260,6748,595,-0.0330,false
shader:metaballs,shader,62,5000,45175,9.0350,2584,286,ClassCap,158,ClassCap,31702,4155,31702,33082,230,-0.4557,true
shader:plasma,shader,41,2000,27113,5.4226,1822,336,ClassCap,363,ClassCap,17930,1533,17930,18639,363,0.0000,true
shader:smooth_min_scene,shader,43,2000,38094,7.6188,1219,160,ClassCap,136,ClassCap,12077,584,12077,12325,124,0.0882,true
shader:star_sdf,shader,66,5000,30285,6.0570,3828,632,ClassCap,169,ClassCap,22858,2806,22858,25124,169,0.0000,true
shader:torus_slice,shader,42,2000,38886,7.7771,1291,166,ClassCap,141,Quiesced,3009,200,3009,3230,141,0.0000,false
synth_d3_s23,synthetic,35,2000,25586,5.1171,1704,333,ClassCap,132,ClassCap,14039,845,14039,14657,132,0.0000,true
synth_d5_s11,synthetic,81,5000,50358,10.0716,3656,363,ClassCap,851,Quiesced,4257,338,4257,4523,851,0.0000,false
synth_d7_s8,synthetic,122,5000,40912,8.1825,3453,422,ClassCap,1387,Quiesced,15113,599,15113,15688,1387,0.0000,false
synth_d7_s11,synthetic,73,5000,36563,7.3126,3532,483,ClassCap,970,Quiesced,8057,494,8057,8518,970,0.0000,false
synth_d7_s12,synthetic,93,5000,36206,7.2412,2462,340,ClassCap,1112,ClassCap,13018,1014,13018,13085,1115,-0.0027,true
synth_d7_s13,synthetic,217,5000,24624,4.9248,4324,878,ClassCap,2386,ClassCap,16034,1822,16034,17849,2386,0.0000,true
synth_d7_s14,synthetic,72,5000,46039,9.2077,3812,414,ClassCap,680,Quiesced,17624,667,17624,18389,680,0.0000,false
synth_d7_s17,synthetic,137,5000,34937,6.9875,2229,319,ClassCap,1803,ClassCap,10112,469,10112,10170,1803,0.0000,true
synth_d7_s19,synthetic,105,5000,44052,8.8104,2881,327,ClassCap,1931,Quiesced,3148,320,3148,3310,1931,0.0000,false
synth_d7_s23,synthetic,122,5000,36423,7.2846,3584,492,ClassCap,2351,Quiesced,7537,465,7537,7897,2351,0.0000,false
synth_d7_s26,synthetic,123,5000,23390,4.6781,4650,994,ClassCap,1786,ClassCap,21611,2920,21611,22502,1786,0.0000,true
synth_d7_s28,synthetic,146,5000,39366,7.8732,3228,410,ClassCap,2311,Quiesced,7096,399,7096,7710,2311,0.0000,false
synth_d7_s31,synthetic,135,5000,28304,5.6608,4189,740,ClassCap,1582,ClassCap,20734,2309,20734,22393,1582,0.0000,true
synth_d9_s0,synthetic,318,5000,20421,4.0842,3541,867,ClassCap,4257,ClassCap,18168,3327,18168,19533,4257,0.0000,true
synth_d9_s8,synthetic,188,5000,19853,3.9706,4320,1088,ClassCap,1946,ClassCap,17380,3371,17380,17773,1946,0.0000,true
synth_d9_s13,synthetic,297,5000,24502,4.9004,3543,723,ClassCap,4618,ClassCap,17998,2360,17998,19177,4641,-0.0050,true
synth_d9_s24,synthetic,206,5000,36943,7.3885,3613,489,ClassCap,3157,Quiesced,14332,667,14332,14925,3157,0.0000,false
synth_d9_s25,synthetic,764,5000,16219,3.2438,3539,1091,ClassCap,10496,ClassCap,14945,3092,14945,15584,10557,-0.0058,true
synth_d9_s29,synthetic,371,5000,21181,4.2362,4609,1088,ClassCap,4999,ClassCap,18301,3832,18301,19075,5000,-0.0002,true
synth_d9_s32,synthetic,318,5000,26925,5.3851,4405,818,ClassCap,4175,ClassCap,19830,1926,19830,20721,4179,-0.0010,true
synth_d11_s1,synthetic,206,5000,30288,6.0576,3998,660,ClassCap,2962,ClassCap,16053,997,16053,16836,2962,0.0000,true
synth_d11_s3,synthetic,835,5000,19162,3.8324,4664,1217,ClassCap,11719,ClassCap,17511,3553,17511,18341,11728,-0.0008,true
synth_d11_s5,synthetic,456,5000,23577,4.7153,4588,973,ClassCap,6816,ClassCap,15698,3418,15698,16062,6816,0.0000,true
synth_d11_s7,synthetic,454,5000,26426,5.2853,3298,624,ClassCap,7254,ClassCap,11981,872,11981,12530,7258,-0.0006,true
synth_d11_s8,synthetic,372,5000,24376,4.8752,3983,817,ClassCap,4916,ClassCap,16067,1848,16067,16896,4916,0.0000,true
synth_d11_s12,synthetic,329,5000,24855,4.9710,2401,483,ClassCap,5020,ClassCap,8969,1054,8969,9005,5024,-0.0008,true
synth_d11_s14,synthetic,636,5000,18306,3.6612,4463,1219,ClassCap,7675,ClassCap,13732,2522,13732,14492,7974,-0.0390,true
synth_d11_s15,synthetic,181,5000,29166,5.8331,4369,749,ClassCap,2975,ClassCap,20870,1818,20870,22733,2975,0.0000,true
synth_d11_s16,synthetic,135,5000,27934,5.5868,4151,743,ClassCap,1729,ClassCap,19413,1452,19413,20285,1729,0.0000,true
synth_d11_s18,synthetic,221,5000,26873,5.3747,1951,363,ClassCap,2144,ClassCap,11612,1226,11612,11787,2140,0.0019,true
synth_d11_s20,synthetic,252,5000,19365,3.8730,4543,1173,ClassCap,3283,ClassCap,17120,3378,17120,18437,3283,0.0000,true
synth_d11_s23,synthetic,221,5000,21757,4.3514,4247,976,ClassCap,2569,ClassCap,17484,2511,17484,18907,2403,0.0646,true
synth_d11_s24,synthetic,495,5000,22824,4.5647,4373,958,ClassCap,7514,ClassCap,19418,3614,19418,20160,7514,0.0000,true
synth_d11_s27,synthetic,289,5000,34036,6.8071,2859,420,ClassCap,4665,Quiesced,3112,416,3112,3214,4665,0.0000,false
synth_d11_s29,synthetic,808,5000,20735,4.1471,3948,952,ClassCap,10296,Quiesced,9655,1109,9655,10141,10296,0.0000,false
synth_d11_s31,synthetic,279,5000,24426,4.8853,4514,924,ClassCap,3763,ClassCap,19024,3046,19024,20561,3763,0.0000,true
synth_d11_s32,synthetic,414,5000,27091,5.4181,3408,629,ClassCap,5595,ClassCap,12316,879,12316,12898,5595,0.0000,true
synth_d11_s34,synthetic,265,5000,28119,5.6239,3678,654,ClassCap,3781,Quiesced,10315,697,10315,10768,3786,-0.0013,false
synth_d11_s37,synthetic,216,5000,25162,5.0324,4348,864,ClassCap,3496,ClassCap,15812,1572,15812,16542,3496,0.0000,true
synth_d11_s39,synthetic,475,5000,21581,4.3161,3509,813,ClassCap,6791,ClassCap,12791,1188,12791,14224,6790,0.0001,true
